"","Phi","p","f","model","npar","AICc","DeltaAICc","weight","Deviance"
"299","~rain_cv_lag2","~time","~temp_cv2 + season2","Phi(~rain_cv_lag2)p(~time)f(~temp_cv2 + season2)",27,17742.6036962025,213.512023903197,0,913.98266
"831","~rain_sum2 * season2 + sex","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2 + season2)",31,17744.2996722993,215.208000000002,0,907.53622
"816","~rain_sum2 * season2 + sex","~time","~rain_cv_lag2 + season2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~rain_cv_lag2 + season2)",30,17744.5540859728,215.462413673515,0,909.82764
"300","~rain_cv_lag2","~time","~temp_cv2 * season2","Phi(~rain_cv_lag2)p(~time)f(~temp_cv2 * season2)",28,17744.5935990353,215.501926735938,0,913.93897
"885","~temp_cv2 + season2","~time","~rain_cv_lag2 + season2 + sex","Phi(~temp_cv2 + season2)p(~time)f(~rain_cv_lag2 + season2 + sex)",29,17744.5997285887,215.508056289327,0,911.91003
"311","~rain_cv_lag2","~time + sex","~temp_cv2 + season2","Phi(~rain_cv_lag2)p(~time + sex)f(~temp_cv2 + season2)",28,17744.6165990353,215.52492673594,0,913.96201
"936","~temp_cv2 * season2","~time","~rain_sum2 + season2","Phi(~temp_cv2 * season2)p(~time)f(~rain_sum2 + season2)",29,17745.4207285887,216.329056289327,0,912.73136
"980","~temp_cv2 * season2 + sex","~time + sex","~temp_cv2 + season2","Phi(~temp_cv2 * season2 + sex)p(~time + sex)f(~temp_cv2 + season2)",31,17745.8576722993,216.766,0,909.09378
"897","~temp_cv2 + season2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~temp_cv2 + season2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",30,17745.9670859729,216.875413673515,0,911.24142
"312","~rain_cv_lag2","~time + sex","~temp_cv2 * season2","Phi(~rain_cv_lag2)p(~time + sex)f(~temp_cv2 * season2)",29,17746.6137285887,217.522056289326,0,913.92401
"637","~rain_sum_lag2 * season2 + sex","~time","~rain_cv_lag2 * season2 + sex","Phi(~rain_sum_lag2 * season2 + sex)p(~time)f(~rain_cv_lag2 * season2 + sex)",32,17746.755488681,217.663816381617,0,907.95343
"643","~rain_sum_lag2 * season2 + sex","~time + sex","~rain_cv_lag2 * season2 + sex","Phi(~rain_sum_lag2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2 * season2 + sex)",33,17746.7815362319,217.689863932548,0,905.93931
"45","~gpp_avg2 + season2","~time + sex","~gpp_avg2 * season2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~gpp_avg2 * season2)",30,17746.9560859729,217.864413673517,0,912.23034
"951","~temp_cv2 * season2","~time + sex","~rain_sum2 + season2","Phi(~temp_cv2 * season2)p(~time + sex)f(~rain_sum2 + season2)",30,17747.4170859729,218.325413673516,0,912.69059
"981","~temp_cv2 * season2 + sex","~time + sex","~temp_cv2 * season2","Phi(~temp_cv2 * season2 + sex)p(~time + sex)f(~temp_cv2 * season2)",32,17747.801488681,218.709816381619,0,908.99873
"482","~rain_cv2 + season2 + sex","~time + sex","~rain_sum_lag2 * season2","Phi(~rain_cv2 + season2 + sex)p(~time + sex)f(~rain_sum_lag2 * season2)",31,17748.1486722993,219.057000000001,0,911.3846
"782","~rain_sum2 * season2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",31,17748.7646722993,219.673000000003,0,912.00125
"589","~rain_sum_lag2 + season2 + sex","~time + sex","~rain_cv_lag2 * season2 + sex","Phi(~rain_sum_lag2 + season2 + sex)p(~time + sex)f(~rain_cv_lag2 * season2 + sex)",32,17748.955488681,219.863816381618,0,910.15267
"917","~temp_cv2 + season2 + sex","~time + sex","~gpp_avg2 * season2","Phi(~temp_cv2 + season2 + sex)p(~time + sex)f(~gpp_avg2 * season2)",31,17749.1116722993,220.02,0,912.34752
"581","~rain_sum_lag2 + season2 + sex","~time","~rain_cv_lag2 * season2 + sex","Phi(~rain_sum_lag2 + season2 + sex)p(~time)f(~rain_cv_lag2 * season2 + sex)",31,17749.2546722993,220.163,0,912.49098
"195","~oni_avg2 + season2","~time","~rain_cv_lag2 * season2 + sex","Phi(~oni_avg2 + season2)p(~time)f(~rain_cv_lag2 * season2 + sex)",30,17749.6110859729,220.519413673515,0,914.88495
"912","~temp_cv2 + season2 + sex","~time","~gpp_avg2 * season2","Phi(~temp_cv2 + season2 + sex)p(~time)f(~gpp_avg2 * season2)",30,17749.7740859729,220.682413673516,0,915.04761
"884","~temp_cv2 + season2","~time","~rain_cv_lag2 + season2","Phi(~temp_cv2 + season2)p(~time)f(~rain_cv_lag2 + season2)",28,17749.7805990353,220.68892673594,0,919.12619
"203","~oni_avg2 + season2","~time + sex","~rain_cv_lag2 * season2 + sex","Phi(~oni_avg2 + season2)p(~time + sex)f(~rain_cv_lag2 * season2 + sex)",31,17750.4726722993,221.381000000001,0,913.70904
"249","~oni_avg2 * season2","~time + sex","~rain_cv_lag2 * season2 + sex","Phi(~oni_avg2 * season2)p(~time + sex)f(~rain_cv_lag2 * season2 + sex)",32,17751.190488681,222.098816381618,0,912.38779
"881","~temp_cv2 + season2","~time","~gpp_avg2 + season2 + sex","Phi(~temp_cv2 + season2)p(~time)f(~gpp_avg2 + season2 + sex)",29,17751.7447285887,222.653056289328,0,919.05466
"896","~temp_cv2 + season2","~time + sex","~rain_cv_lag2 + season2","Phi(~temp_cv2 + season2)p(~time + sex)f(~rain_cv_lag2 + season2)",29,17752.2587285887,223.167056289327,0,919.56873
"500","~rain_cv2 * season2","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~rain_cv2 * season2)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",31,17753.5436722993,224.452000000001,0,916.78006
"768","~rain_sum2 * season2","~time","~rain_cv_lag2 + season2","Phi(~rain_sum2 * season2)p(~time)f(~rain_cv_lag2 + season2)",29,17754.4767285887,225.385056289328,0,921.78707
"206","~oni_avg2 + season2","~time + sex","~rain_sum2 * season2 + sex","Phi(~oni_avg2 + season2)p(~time + sex)f(~rain_sum2 * season2 + sex)",31,17755.4066722993,226.315000000002,0,918.64262
"278","~oni_avg2 * season2 + sex","~time + sex","~rain_sum2 * season2","Phi(~oni_avg2 * season2 + sex)p(~time + sex)f(~rain_sum2 * season2)",32,17755.415488681,226.323816381617,0,916.61326
"769","~rain_sum2 * season2","~time","~rain_cv_lag2 + season2 + sex","Phi(~rain_sum2 * season2)p(~time)f(~rain_cv_lag2 + season2 + sex)",30,17755.7920859729,226.700413673516,0,921.06598
"781","~rain_sum2 * season2","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_cv_lag2 + season2)",30,17756.2380859729,227.146413673516,0,921.51155
"740","~rain_sum2 + season2 + sex","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~rain_cv_lag2 + season2)",30,17756.2840859729,227.192413673518,0,921.55825
"463","~rain_cv2 + season2","~time + sex","~rain_sum_lag2 * season2","Phi(~rain_cv2 + season2)p(~time + sex)f(~rain_sum_lag2 * season2)",30,17757.1690859729,228.077413673516,0,922.44245
"491","~rain_cv2 * season2","~time","~rain_sum_lag2 + season2","Phi(~rain_cv2 * season2)p(~time)f(~rain_sum_lag2 + season2)",29,17757.8277285887,228.736056289326,0,925.13842
"451","~rain_cv2 + season2","~time","~rain_sum_lag2 + season2","Phi(~rain_cv2 + season2)p(~time)f(~rain_sum_lag2 + season2)",28,17758.3545990353,229.262926735941,0,927.6999
"938","~temp_cv2 * season2","~time","~temp_cv2 * season2","Phi(~temp_cv2 * season2)p(~time)f(~temp_cv2 * season2)",30,17759.6770859729,230.585413673518,0,924.95091
"516","~rain_cv2 * season2 + sex","~time","~rain_cv_lag2 * season2 + sex","Phi(~rain_cv2 * season2 + sex)p(~time)f(~rain_cv_lag2 * season2 + sex)",32,17760.034488681,230.942816381619,0,921.23181
"593","~rain_sum_lag2 + season2 + sex","~time + sex","~rain_sum2 * season2","Phi(~rain_sum_lag2 + season2 + sex)p(~time + sex)f(~rain_sum2 * season2)",31,17760.4536722993,231.362000000001,0,923.68958
"33","~gpp_avg2 + season2","~time","~gpp_avg2 * season2","Phi(~gpp_avg2 + season2)p(~time)f(~gpp_avg2 * season2)",29,17760.7137285887,231.622056289325,0,928.02396
"902","~temp_cv2 + season2","~time + sex","~rain_sum2 * season2","Phi(~temp_cv2 + season2)p(~time + sex)f(~rain_sum2 * season2)",30,17760.8620859729,231.770413673516,0,926.136
"690","~rain_sum2 + season2","~time","~rain_cv_lag2 + season2 + sex","Phi(~rain_sum2 + season2)p(~time)f(~rain_cv_lag2 + season2 + sex)",29,17761.1227285887,232.031056289328,0,928.43324
"268","~oni_avg2 * season2 + sex","~time","~rain_cv_lag2 + season2 + sex","Phi(~oni_avg2 * season2 + sex)p(~time)f(~rain_cv_lag2 + season2 + sex)",31,17761.6506722993,232.559000000001,0,924.88723
"476","~rain_cv2 + season2 + sex","~time","~rain_cv_lag2 * season2 + sex","Phi(~rain_cv2 + season2 + sex)p(~time)f(~rain_cv_lag2 * season2 + sex)",31,17761.9596722993,232.868000000002,0,925.19587
"520","~rain_cv2 * season2 + sex","~time + sex","~rain_cv_lag2 * season2 + sex","Phi(~rain_cv2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2 * season2 + sex)",33,17761.9785362319,232.886863932548,0,921.13588
"8","~gpp_avg2","~time","~rain_cv_lag2 * season2","Phi(~gpp_avg2)p(~time)f(~rain_cv_lag2 * season2)",28,17762.3305990353,233.238926735939,0,931.67561
"700","~rain_sum2 + season2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",30,17762.8390859728,233.747413673515,0,928.11329
"689","~rain_sum2 + season2","~time","~rain_cv_lag2 + season2","Phi(~rain_sum2 + season2)p(~time)f(~rain_cv_lag2 + season2)",28,17765.1145990353,236.022926735939,0,934.45968
"657","~rain_sum2","~time","~rain_cv_lag2 * season2 + sex","Phi(~rain_sum2)p(~time)f(~rain_cv_lag2 * season2 + sex)",29,17765.7567285887,236.665056289326,0,933.0674
"699","~rain_sum2 + season2","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_cv_lag2 + season2)",29,17767.1277285887,238.036056289326,0,934.43775
"521","~rain_cv2 * season2 + sex","~time + sex","~rain_cv2 * season2","Phi(~rain_cv2 * season2 + sex)p(~time + sex)f(~rain_cv2 * season2)",32,17767.464488681,238.372816381619,0,928.66213
"675","~rain_sum2","~time + sex","~rain_cv_lag2 * season2 + sex","Phi(~rain_sum2)p(~time + sex)f(~rain_cv_lag2 * season2 + sex)",30,17767.6100859729,238.518413673515,0,932.8839
"21","~gpp_avg2","~time + sex","~rain_cv_lag2 * season2","Phi(~gpp_avg2)p(~time + sex)f(~rain_cv_lag2 * season2)",29,17767.8267285887,238.735056289326,0,935.13717
"53","~gpp_avg2 + season2","~time + sex","~rain_sum_lag2 + season2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~rain_sum_lag2 + season2)",29,17767.8297285887,238.738056289327,0,935.14012
"785","~rain_sum2 * season2","~time + sex","~rain_cv2 * season2 + sex","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_cv2 * season2 + sex)",32,17770.338488681,241.246816381619,0,931.53641
"736","~rain_sum2 + season2 + sex","~time","~temp_cv2 * season2","Phi(~rain_sum2 + season2 + sex)p(~time)f(~temp_cv2 * season2)",30,17770.7040859729,241.612413673516,0,935.97813
"824","~rain_sum2 * season2 + sex","~time","~temp_cv2 * season2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~temp_cv2 * season2)",31,17771.0696722993,241.978000000003,0,934.30628
"656","~rain_sum2","~time","~rain_cv_lag2 * season2","Phi(~rain_sum2)p(~time)f(~rain_cv_lag2 * season2)",28,17771.4045990353,242.31292673594,0,940.74986
"517","~rain_cv2 * season2 + sex","~time","~temp_cv2 * season2","Phi(~rain_cv2 * season2 + sex)p(~time)f(~temp_cv2 * season2)",31,17771.4826722993,242.391,0,934.71908
"751","~rain_sum2 + season2 + sex","~time + sex","~temp_cv2 * season2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~temp_cv2 * season2)",31,17771.4886722993,242.397000000001,0,934.72502
"24","~gpp_avg2","~time + sex","~rain_cv2 * season2 + sex","Phi(~gpp_avg2)p(~time + sex)f(~rain_cv2 * season2 + sex)",30,17771.6330859729,242.541413673516,0,936.90652
"674","~rain_sum2","~time + sex","~rain_cv_lag2 * season2","Phi(~rain_sum2)p(~time + sex)f(~rain_cv_lag2 * season2)",29,17773.3837285887,244.292056289327,0,940.69413
"6","~gpp_avg2","~time","~rain_cv_lag2 + season2","Phi(~gpp_avg2)p(~time)f(~rain_cv_lag2 + season2)",27,17773.4796962025,244.388023903197,0,944.85907
"20","~gpp_avg2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~gpp_avg2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",29,17774.1827285887,245.091056289326,0,941.49261
"480","~rain_cv2 + season2 + sex","~time + sex","~rain_cv_lag2 * season2 + sex","Phi(~rain_cv2 + season2 + sex)p(~time + sex)f(~rain_cv_lag2 * season2 + sex)",32,17774.196488681,245.104816381619,0,935.39369
"10","~gpp_avg2","~time","~rain_cv2 + season2 + sex","Phi(~gpp_avg2)p(~time)f(~rain_cv2 + season2 + sex)",28,17774.9265990353,245.834926735941,0,944.27189
"23","~gpp_avg2","~time + sex","~rain_cv2 * season2","Phi(~gpp_avg2)p(~time + sex)f(~rain_cv2 * season2)",29,17775.2587285887,246.167056289327,0,942.56863
"19","~gpp_avg2","~time + sex","~rain_cv_lag2 + season2","Phi(~gpp_avg2)p(~time + sex)f(~rain_cv_lag2 + season2)",28,17775.4435990353,246.351926735941,0,944.78861
"814","~rain_sum2 * season2 + sex","~time","~oni_avg2 * season2 + sex","Phi(~rain_sum2 * season2 + sex)p(~time)f(~oni_avg2 * season2 + sex)",32,17775.711488681,246.619816381619,0,936.90939
"22","~gpp_avg2","~time + sex","~rain_cv2 + season2 + sex","Phi(~gpp_avg2)p(~time + sex)f(~rain_cv2 + season2 + sex)",29,17776.9507285887,247.859056289326,0,944.26064
"461","~rain_cv2 + season2","~time + sex","~rain_cv2 * season2","Phi(~rain_cv2 + season2)p(~time + sex)f(~rain_cv2 * season2)",30,17776.9550859729,247.863413673516,0,942.22857
"11","~gpp_avg2","~time","~rain_cv2 * season2","Phi(~gpp_avg2)p(~time)f(~rain_cv2 * season2)",28,17777.0795990353,247.987926735939,0,946.42467
"252","~oni_avg2 * season2","~time + sex","~rain_sum2 + season2 + sex","Phi(~oni_avg2 * season2)p(~time + sex)f(~rain_sum2 + season2 + sex)",31,17778.8076722993,249.716,0,942.0437
"205","~oni_avg2 + season2","~time + sex","~rain_sum2 + season2 + sex","Phi(~oni_avg2 + season2)p(~time + sex)f(~rain_sum2 + season2 + sex)",30,17779.5120859729,250.420413673517,0,944.78594
"766","~rain_sum2 * season2","~time","~oni_avg2 * season2 + sex","Phi(~rain_sum2 * season2)p(~time)f(~oni_avg2 * season2 + sex)",31,17779.5946722993,250.503000000001,0,942.83096
"704","~rain_sum2 + season2","~time + sex","~rain_cv2 * season2 + sex","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_cv2 * season2 + sex)",31,17779.6106722993,250.519,0,942.84737
"7","~gpp_avg2","~time","~rain_cv_lag2 + season2 + sex","Phi(~gpp_avg2)p(~time)f(~rain_cv_lag2 + season2 + sex)",28,17779.6405990353,250.548926735941,0,948.98636
"697","~rain_sum2 + season2","~time","~temp_cv2 * season2","Phi(~rain_sum2 + season2)p(~time)f(~temp_cv2 * season2)",29,17780.1737285887,251.082056289328,0,947.4841
"202","~oni_avg2 + season2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~oni_avg2 + season2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",30,17780.3720859729,251.280413673518,0,945.64633
"238","~oni_avg2 * season2","~time","~rain_cv_lag2 + season2 + sex","Phi(~oni_avg2 * season2)p(~time)f(~rain_cv_lag2 + season2 + sex)",30,17780.3970859729,251.305413673515,0,945.67066
"494","~rain_cv2 * season2","~time","~temp_cv2 * season2","Phi(~rain_cv2 * season2)p(~time)f(~temp_cv2 * season2)",30,17781.2460859729,252.154413673517,0,946.51984
"515","~rain_cv2 * season2 + sex","~time","~rain_cv_lag2 + season2","Phi(~rain_cv2 * season2 + sex)p(~time)f(~rain_cv_lag2 + season2)",30,17781.7090859729,252.617413673517,0,946.98317
"248","~oni_avg2 * season2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~oni_avg2 * season2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",31,17782.1566722993,253.065000000002,0,945.39334
"946","~temp_cv2 * season2","~time + sex","~rain_cv2 + season2","Phi(~temp_cv2 * season2)p(~time + sex)f(~rain_cv2 + season2)",30,17782.8450859729,253.753413673516,0,948.11876
"503","~rain_cv2 * season2","~time + sex","~temp_cv2 * season2","Phi(~rain_cv2 * season2)p(~time + sex)f(~temp_cv2 * season2)",31,17783.1926722993,254.101000000002,0,946.42911
"194","~oni_avg2 + season2","~time","~rain_cv_lag2 + season2","Phi(~oni_avg2 + season2)p(~time)f(~rain_cv_lag2 + season2)",28,17784.0075990353,254.915926735939,0,953.35313
"642","~rain_sum_lag2 * season2 + sex","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum_lag2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2 + season2)",31,17784.6916722993,255.600000000002,0,947.92815
"240","~oni_avg2 * season2","~time","~rain_sum2 + season2","Phi(~oni_avg2 * season2)p(~time)f(~rain_sum2 + season2)",29,17784.8657285887,255.774056289327,0,952.17604
"40","~gpp_avg2 + season2","~time","~rain_sum_lag2 + season2","Phi(~gpp_avg2 + season2)p(~time)f(~rain_sum_lag2 + season2)",28,17785.5215990353,256.429926735938,0,954.86728
"201","~oni_avg2 + season2","~time + sex","~rain_cv_lag2 + season2","Phi(~oni_avg2 + season2)p(~time + sex)f(~rain_cv_lag2 + season2)",29,17785.7397285887,256.648056289327,0,953.04977
"458","~rain_cv2 + season2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~rain_cv2 + season2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",30,17786.8550859729,257.763413673518,0,952.12863
"566","~rain_sum_lag2 + season2","~time + sex","~rain_sum2 + season2","Phi(~rain_sum_lag2 + season2)p(~time + sex)f(~rain_sum2 + season2)",29,17787.0407285887,257.949056289326,0,954.35137
"921","~temp_cv2 + season2 + sex","~time + sex","~rain_sum_lag2 + season2","Phi(~temp_cv2 + season2 + sex)p(~time + sex)f(~rain_sum_lag2 + season2)",30,17787.2440859729,258.152413673517,0,952.51838
"611","~rain_sum_lag2 * season2","~time + sex","~gpp_avg2 + season2 + sex","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~gpp_avg2 + season2 + sex)",31,17788.9546722993,259.863000000001,0,952.1913
"737","~rain_sum2 + season2 + sex","~time + sex","~gpp_avg2 + season2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~gpp_avg2 + season2)",30,17789.7550859729,260.663413673516,0,955.02869
"619","~rain_sum_lag2 * season2","~time + sex","~rain_sum2 + season2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~rain_sum2 + season2)",30,17790.1180859729,261.026413673517,0,955.39156
"196","~oni_avg2 + season2","~time","~rain_sum_lag2 * season2 + sex","Phi(~oni_avg2 + season2)p(~time)f(~rain_sum_lag2 * season2 + sex)",30,17791.4710859729,262.379413673516,0,956.74524
"822","~rain_sum2 * season2 + sex","~time","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum2 * season2 + sex)p(~time)f(~rain_sum_lag2 * season2 + sex)",32,17792.533488681,263.441816381619,0,953.73141
"601","~rain_sum_lag2 * season2","~time","~rain_cv_lag2 + season2","Phi(~rain_sum_lag2 * season2)p(~time)f(~rain_cv_lag2 + season2)",29,17792.8717285887,263.780056289328,0,960.1815
"655","~rain_sum2","~time","~rain_cv_lag2 + season2 + sex","Phi(~rain_sum2)p(~time)f(~rain_cv_lag2 + season2 + sex)",28,17793.2205990353,264.128926735939,0,962.56638
"169","~gpp_avg2 * season2 + sex","~year2","~rain_sum2 * season2 + sex","Phi(~gpp_avg2 * season2 + sex)p(~year2)f(~rain_sum2 * season2 + sex)",21,17793.4409783393,264.349306040014,0,976.99787
"614","~rain_sum_lag2 * season2","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~rain_cv_lag2 + season2)",30,17794.4850859729,265.393413673515,0,959.7588
"499","~rain_cv2 * season2","~time + sex","~rain_sum_lag2 + season2","Phi(~rain_cv2 * season2)p(~time + sex)f(~rain_sum_lag2 + season2)",30,17794.5400859729,265.448413673515,0,959.81387
"335","~rain_cv_lag2 + season2","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~rain_cv_lag2 + season2)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",30,17794.8420859729,265.750413673515,0,960.11562
"673","~rain_sum2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~rain_sum2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",29,17794.9527285887,265.861056289326,0,962.2633
"891","~temp_cv2 + season2","~time","~temp_cv2 * season2","Phi(~temp_cv2 + season2)p(~time)f(~temp_cv2 * season2)",29,17795.1147285887,266.023056289327,0,962.4249
"493","~rain_cv2 * season2","~time","~temp_cv2 + season2","Phi(~rain_cv2 * season2)p(~time)f(~temp_cv2 + season2)",29,17796.0897285887,266.998056289325,0,963.40012
"579","~rain_sum_lag2 + season2 + sex","~time","~gpp_avg2 + season2","Phi(~rain_sum_lag2 + season2 + sex)p(~time)f(~gpp_avg2 + season2)",29,17798.5607285887,269.469056289327,0,965.87101
"654","~rain_sum2","~time","~rain_cv_lag2 + season2","Phi(~rain_sum2)p(~time)f(~rain_cv_lag2 + season2)",27,17798.7296962025,269.638023903197,0,970.10921
"562","~rain_sum_lag2 + season2","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum_lag2 + season2)p(~time + sex)f(~rain_cv_lag2 + season2)",29,17799.0177285887,269.926056289325,0,966.32755
"306","~rain_cv_lag2","~time + sex","~rain_cv2 * season2","Phi(~rain_cv_lag2)p(~time + sex)f(~rain_cv2 * season2)",29,17799.0997285887,270.008056289327,0,966.40946
"15","~gpp_avg2","~time","~temp_cv2 * season2","Phi(~gpp_avg2)p(~time)f(~temp_cv2 * season2)",28,17799.5545990353,270.462926735938,0,968.89993
"272","~oni_avg2 * season2 + sex","~time + sex","~gpp_avg2 * season2","Phi(~oni_avg2 * season2 + sex)p(~time + sex)f(~gpp_avg2 * season2)",32,17800.712488681,271.620816381619,0,961.91012
"265","~oni_avg2 * season2 + sex","~time","~gpp_avg2 * season2","Phi(~oni_avg2 * season2 + sex)p(~time)f(~gpp_avg2 * season2)",31,17800.7596722993,271.668000000001,0,963.9961
"672","~rain_sum2","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum2)p(~time + sex)f(~rain_cv_lag2 + season2)",28,17800.7625990353,271.67092673594,0,970.1075
"835","~rain_sum2 * season2 + sex","~time + sex","~rain_cv2 + season2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~rain_cv2 + season2)",31,17800.9556722993,271.864000000001,0,964.19226
"31","~gpp_avg2","~time + sex","~temp_cv2 * season2","Phi(~gpp_avg2)p(~time + sex)f(~temp_cv2 * season2)",29,17801.2787285887,272.187056289327,0,968.58873
"271","~oni_avg2 * season2 + sex","~time + sex","~gpp_avg2 + season2","Phi(~oni_avg2 * season2 + sex)p(~time + sex)f(~gpp_avg2 + season2)",31,17801.4226722993,272.331000000002,0,964.65942
"450","~rain_cv2 + season2","~time","~rain_cv2 + season2","Phi(~rain_cv2 + season2)p(~time)f(~rain_cv2 + season2)",28,17802.5925990353,273.500926735938,0,971.93764
"191","~oni_avg2 + season2","~time","~gpp_avg2 * season2 + sex","Phi(~oni_avg2 + season2)p(~time)f(~gpp_avg2 * season2 + sex)",30,17803.1840859729,274.092413673516,0,968.45783
"198","~oni_avg2 + season2","~time + sex","~gpp_avg2 * season2 + sex","Phi(~oni_avg2 + season2)p(~time + sex)f(~gpp_avg2 * season2 + sex)",31,17803.2696722993,274.178,0,966.50618
"190","~oni_avg2 + season2","~time","~gpp_avg2 + season2 + sex","Phi(~oni_avg2 + season2)p(~time)f(~gpp_avg2 + season2 + sex)",29,17804.0127285887,274.921056289328,0,971.32247
"784","~rain_sum2 * season2","~time + sex","~rain_cv2 + season2 + sex","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_cv2 + season2 + sex)",31,17804.4016722993,275.310000000001,0,967.63832
"460","~rain_cv2 + season2","~time + sex","~rain_cv2 + season2","Phi(~rain_cv2 + season2)p(~time + sex)f(~rain_cv2 + season2)",29,17804.5957285887,275.504056289326,0,971.90556
"820","~rain_sum2 * season2 + sex","~time","~rain_sum_lag2 + season2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~rain_sum_lag2 + season2)",30,17805.1880859729,276.096413673517,0,970.46239
"466","~rain_cv2 + season2","~time + sex","~temp_cv2 + season2","Phi(~rain_cv2 + season2)p(~time + sex)f(~temp_cv2 + season2)",29,17805.6047285887,276.513056289328,0,972.91537
"233","~oni_avg2 * season2","~time","~gpp_avg2 + season2 + sex","Phi(~oni_avg2 * season2)p(~time)f(~gpp_avg2 + season2 + sex)",30,17805.6420859728,276.550413673514,0,970.91556
"244","~oni_avg2 * season2","~time + sex","~gpp_avg2 + season2 + sex","Phi(~oni_avg2 * season2)p(~time + sex)f(~gpp_avg2 + season2 + sex)",31,17805.7156722993,276.624,0,968.95201
"888","~temp_cv2 + season2","~time","~rain_sum_lag2 + season2","Phi(~temp_cv2 + season2)p(~time)f(~rain_sum_lag2 + season2)",28,17807.3365990353,278.244926735941,0,976.68162
"837","~rain_sum2 * season2 + sex","~time + sex","~rain_sum_lag2 * season2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~rain_sum_lag2 * season2)",32,17808.623488681,279.531816381619,0,969.82121
"787","~rain_sum2 * season2","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",31,17808.7746722993,279.683000000001,0,972.01138
"734","~rain_sum2 + season2 + sex","~time","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum2 + season2 + sex)p(~time)f(~rain_sum_lag2 * season2 + sex)",31,17808.9896722993,279.898000000001,0,972.22614
"789","~rain_sum2 * season2","~time + sex","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_sum_lag2 * season2 + sex)",32,17809.549488681,280.457816381619,0,970.74735
"829","~rain_sum2 * season2 + sex","~time + sex","~oni_avg2 * season2 + sex","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~oni_avg2 * season2 + sex)",33,17809.7225362319,280.630863932547,0,968.88013
"666","~rain_sum2","~time","~rain_sum2 + season2 + sex","Phi(~rain_sum2)p(~time)f(~rain_sum2 + season2 + sex)",28,17809.7325990353,280.640926735938,0,979.07811
"340","~rain_cv_lag2 + season2","~time + sex","~temp_cv2 + season2","Phi(~rain_cv_lag2 + season2)p(~time + sex)f(~temp_cv2 + season2)",29,17809.9087285887,280.817056289325,0,977.2187
