"","Phi","p","f","model","npar","AICc","DeltaAICc","weight","Deviance"
"296","~rain_cv_lag2","~time","~rain_sum_lag2 + season2 + sex","Phi(~rain_cv_lag2)p(~time)f(~rain_sum_lag2 + season2 + sex)",28,17933.4385990353,404.34692673594,0,1102.784
"101","~gpp_avg2 * season2","~time + sex","~rain_cv_lag2","Phi(~gpp_avg2 * season2)p(~time + sex)f(~rain_cv_lag2)",29,17934.1887285887,405.097056289327,0,1101.4992
"857","~temp_cv2","~time","~rain_cv2 + season2 + sex","Phi(~temp_cv2)p(~time)f(~rain_cv2 + season2 + sex)",28,17936.0815990353,406.98992673594,0,1105.4266
"277","~oni_avg2 * season2 + sex","~time + sex","~rain_sum2","Phi(~oni_avg2 * season2 + sex)p(~time + sex)f(~rain_sum2)",30,17936.9510859729,407.859413673516,0,1102.2247
"185","~oni_avg2","~time + sex","~rain_cv2 * season2","Phi(~oni_avg2)p(~time + sex)f(~rain_cv2 * season2)",29,17937.5577285887,408.466056289326,0,1104.8675
"269","~oni_avg2 * season2 + sex","~time","~rain_sum2","Phi(~oni_avg2 * season2 + sex)p(~time)f(~rain_sum2)",29,17937.7697285887,408.678056289325,0,1105.0799
"873","~temp_cv2","~time + sex","~rain_cv2 + season2 + sex","Phi(~temp_cv2)p(~time + sex)f(~rain_cv2 + season2 + sex)",29,17937.9937285887,408.902056289327,0,1105.3041
"35","~gpp_avg2 + season2","~time","~rain_cv_lag2","Phi(~gpp_avg2 + season2)p(~time)f(~rain_cv_lag2)",27,17940.5626962025,411.471023903196,0,1111.9418
"865","~temp_cv2","~time","~temp_cv2 + season2","Phi(~temp_cv2)p(~time)f(~temp_cv2 + season2)",27,17941.1426962025,412.051023903197,0,1112.5221
"856","~temp_cv2","~time","~rain_cv2 + season2","Phi(~temp_cv2)p(~time)f(~rain_cv2 + season2)",27,17941.9036962025,412.812023903196,0,1113.2832
"872","~temp_cv2","~time + sex","~rain_cv2 + season2","Phi(~temp_cv2)p(~time + sex)f(~rain_cv2 + season2)",28,17943.8495990353,414.75792673594,0,1113.1953
"204","~oni_avg2 + season2","~time + sex","~rain_sum2","Phi(~oni_avg2 + season2)p(~time + sex)f(~rain_sum2)",28,17945.9405990353,416.84892673594,0,1115.2858
"239","~oni_avg2 * season2","~time","~rain_sum2","Phi(~oni_avg2 * season2)p(~time)f(~rain_sum2)",28,17947.4675990353,418.375926735938,0,1116.8127
"251","~oni_avg2 * season2","~time + sex","~rain_sum2","Phi(~oni_avg2 * season2)p(~time + sex)f(~rain_sum2)",29,17947.8407285887,418.749056289325,0,1115.1508
"27","~gpp_avg2","~time + sex","~rain_sum_lag2 * season2","Phi(~gpp_avg2)p(~time + sex)f(~rain_sum_lag2 * season2)",29,17951.3717285887,422.280056289328,0,1118.6823
"427","~rain_cv2","~time","~rain_cv2 + season2 + sex","Phi(~rain_cv2)p(~time)f(~rain_cv2 + season2 + sex)",28,17954.2945990353,425.202926735939,0,1123.6399
"442","~rain_cv2","~time + sex","~rain_cv2 * season2","Phi(~rain_cv2)p(~time + sex)f(~rain_cv2 * season2)",29,17955.2487285887,426.157056289325,0,1122.5592
"963","~temp_cv2 * season2 + sex","~time","~gpp_avg2","Phi(~temp_cv2 * season2 + sex)p(~time)f(~gpp_avg2)",29,17955.3127285887,426.221056289327,0,1122.6226
"441","~rain_cv2","~time + sex","~rain_cv2 + season2 + sex","Phi(~rain_cv2)p(~time + sex)f(~rain_cv2 + season2 + sex)",29,17956.1407285887,427.049056289328,0,1123.4508
"970","~temp_cv2 * season2 + sex","~time + sex","~gpp_avg2","Phi(~temp_cv2 * season2 + sex)p(~time + sex)f(~gpp_avg2)",30,17956.5090859729,427.417413673516,0,1121.783
"184","~oni_avg2","~time + sex","~rain_cv2 + season2","Phi(~oni_avg2)p(~time + sex)f(~rain_cv2 + season2)",28,17957.4015990353,428.309926735939,0,1126.7465
"543","~rain_sum_lag2","~time + sex","~rain_cv2 * season2","Phi(~rain_sum_lag2)p(~time + sex)f(~rain_cv2 * season2)",29,17957.6167285887,428.525056289327,0,1124.9272
"584","~rain_sum_lag2 + season2 + sex","~time","~rain_sum2","Phi(~rain_sum_lag2 + season2 + sex)p(~time)f(~rain_sum2)",28,17957.9295990353,428.837926735938,0,1127.2752
"815","~rain_sum2 * season2 + sex","~time","~rain_cv_lag2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~rain_cv_lag2)",29,17958.1337285887,429.042056289327,0,1125.4439
"77","~gpp_avg2 + season2 + sex","~time + sex","~rain_sum2","Phi(~gpp_avg2 + season2 + sex)p(~time + sex)f(~rain_sum2)",29,17958.4847285887,429.393056289326,0,1125.7951
"433","~rain_cv2","~time","~temp_cv2 + season2","Phi(~rain_cv2)p(~time)f(~temp_cv2 + season2)",27,17959.0846962025,429.993023903196,0,1130.464
"916","~temp_cv2 + season2 + sex","~time","~rain_sum2","Phi(~temp_cv2 + season2 + sex)p(~time)f(~rain_sum2)",28,17959.3505990353,430.25892673594,0,1128.6961
"830","~rain_sum2 * season2 + sex","~time + sex","~rain_cv_lag2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2)",30,17959.3660859729,430.274413673516,0,1124.6403
"446","~rain_cv2","~time + sex","~temp_cv2 + season2","Phi(~rain_cv2)p(~time + sex)f(~temp_cv2 + season2)",28,17961.0825990353,431.99092673594,0,1130.4276
"839","~rain_sum2 * season2 + sex","~time + sex","~rain_sum2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~rain_sum2)",30,17961.5170859728,432.425413673514,0,1126.7911
"68","~gpp_avg2 + season2 + sex","~time","~rain_sum2","Phi(~gpp_avg2 + season2 + sex)p(~time)f(~rain_sum2)",28,17961.5785990353,432.486926735939,0,1130.9235
"823","~rain_sum2 * season2 + sex","~time","~rain_sum2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~rain_sum2)",29,17962.1457285887,433.054056289326,0,1129.4563
"173","~oni_avg2","~time","~rain_cv2 + season2","Phi(~oni_avg2)p(~time)f(~rain_cv2 + season2)",27,17962.2516962025,433.160023903194,0,1133.6308
"748","~rain_sum2 + season2 + sex","~time + sex","~rain_sum2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~rain_sum2)",29,17962.5807285887,433.489056289327,0,1129.8911
"735","~rain_sum2 + season2 + sex","~time","~rain_sum2","Phi(~rain_sum2 + season2 + sex)p(~time)f(~rain_sum2)",28,17962.8515990353,433.75992673594,0,1132.1968
"618","~rain_sum_lag2 * season2","~time + sex","~rain_sum2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~rain_sum2)",29,17966.1827285887,437.091056289326,0,1133.4929
"48","~gpp_avg2 + season2","~time + sex","~rain_cv_lag2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~rain_cv_lag2)",28,17966.4495990353,437.357926735938,0,1135.7952
"939","~temp_cv2 * season2","~time + sex","~gpp_avg2","Phi(~temp_cv2 * season2)p(~time + sex)f(~gpp_avg2)",29,17967.0857285887,437.994056289328,0,1134.3955
"558","~rain_sum_lag2 + season2","~time","~rain_sum2","Phi(~rain_sum_lag2 + season2)p(~time)f(~rain_sum2)",27,17967.3606962025,438.269023903194,0,1138.74
"889","~temp_cv2 + season2","~time","~rain_sum2","Phi(~temp_cv2 + season2)p(~time)f(~rain_sum2)",27,17968.7666962025,439.675023903197,0,1140.1459
"767","~rain_sum2 * season2","~time","~rain_cv_lag2","Phi(~rain_sum2 * season2)p(~time)f(~rain_cv_lag2)",28,17969.3305990353,440.238926735939,0,1138.6756
"131","~gpp_avg2 * season2 + sex","~time","~oni_avg2","Phi(~gpp_avg2 * season2 + sex)p(~time)f(~oni_avg2)",29,17969.5317285887,440.440056289328,0,1136.8424
"54","~gpp_avg2 + season2","~time + sex","~rain_sum2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~rain_sum2)",28,17970.0055990353,440.913926735939,0,1139.3508
"42","~gpp_avg2 + season2","~time","~rain_sum2","Phi(~gpp_avg2 + season2)p(~time)f(~rain_sum2)",27,17970.1076962025,441.016023903194,0,1141.4874
"531","~rain_sum_lag2","~time","~rain_cv2 + season2","Phi(~rain_sum_lag2)p(~time)f(~rain_cv2 + season2)",27,17970.4256962025,441.334023903197,0,1141.805
"901","~temp_cv2 + season2","~time + sex","~rain_sum2","Phi(~temp_cv2 + season2)p(~time + sex)f(~rain_sum2)",28,17970.5925990353,441.500926735938,0,1139.9375
"147","~gpp_avg2 * season2 + sex","~time + sex","~oni_avg2","Phi(~gpp_avg2 * season2 + sex)p(~time + sex)f(~oni_avg2)",30,17970.6030859729,441.511413673517,0,1135.877
"780","~rain_sum2 * season2","~time + sex","~rain_cv_lag2","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_cv_lag2)",29,17971.0977285887,442.006056289327,0,1138.4079
"845","~rain_sum2 * season2 + sex","~year2","~rain_cv2 * season2 + sex","Phi(~rain_sum2 * season2 + sex)p(~year2)f(~rain_cv2 * season2 + sex)",21,17971.4429783393,442.351306040015,0,1155.0001
"542","~rain_sum_lag2","~time + sex","~rain_cv2 + season2","Phi(~rain_sum_lag2)p(~time + sex)f(~rain_cv2 + season2)",28,17972.2415990353,443.14992673594,0,1141.5874
"595","~rain_sum_lag2 + season2 + sex","~year2","~gpp_avg2 + season2 + sex","Phi(~rain_sum_lag2 + season2 + sex)p(~year2)f(~gpp_avg2 + season2 + sex)",19,17972.415502706,443.323830406618,0,1160.0222
"790","~rain_sum2 * season2","~time + sex","~rain_sum2","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_sum2)",29,17973.1947285887,444.103056289325,0,1140.5051
"475","~rain_cv2 + season2 + sex","~time","~rain_cv_lag2 + season2","Phi(~rain_cv2 + season2 + sex)p(~time)f(~rain_cv_lag2 + season2)",29,17973.5807285887,444.489056289327,0,1140.891
"964","~temp_cv2 * season2 + sex","~time","~rain_cv_lag2","Phi(~temp_cv2 * season2 + sex)p(~time)f(~rain_cv_lag2)",29,17973.7467285887,444.655056289328,0,1141.057
"710","~rain_sum2 + season2","~time + sex","~rain_sum2","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_sum2)",28,17973.9945990353,444.90292673594,0,1143.3404
"972","~temp_cv2 * season2 + sex","~time + sex","~rain_cv_lag2","Phi(~temp_cv2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2)",30,17975.4160859729,446.324413673516,0,1140.6903
"753","~rain_sum2 + season2 + sex","~year2","~gpp_avg2 + season2","Phi(~rain_sum2 + season2 + sex)p(~year2)f(~gpp_avg2 + season2)",18,17976.4165906222,447.324918322847,0,1166.0457
"512","~rain_cv2 * season2 + sex","~time","~gpp_avg2","Phi(~rain_cv2 * season2 + sex)p(~time)f(~gpp_avg2)",29,17976.8497285887,447.758056289327,0,1144.1601
"473","~rain_cv2 + season2 + sex","~time","~gpp_avg2","Phi(~rain_cv2 + season2 + sex)p(~time)f(~gpp_avg2)",28,17978.9755990353,449.88392673594,0,1148.321
"478","~rain_cv2 + season2 + sex","~time + sex","~gpp_avg2","Phi(~rain_cv2 + season2 + sex)p(~time + sex)f(~gpp_avg2)",29,17979.7307285887,450.639056289325,0,1147.0405
"440","~rain_cv2","~time + sex","~rain_cv2 + season2","Phi(~rain_cv2)p(~time + sex)f(~rain_cv2 + season2)",28,17979.7815990353,450.68992673594,0,1149.1269
"914","~temp_cv2 + season2 + sex","~time","~rain_cv_lag2","Phi(~temp_cv2 + season2 + sex)p(~time)f(~rain_cv_lag2)",28,17980.1365990353,451.04492673594,0,1149.4815
"82","~gpp_avg2 * season2","~time","~oni_avg2","Phi(~gpp_avg2 * season2)p(~time)f(~oni_avg2)",28,17980.2415990353,451.14992673594,0,1149.5866
"918","~temp_cv2 + season2 + sex","~time + sex","~rain_cv_lag2","Phi(~temp_cv2 + season2 + sex)p(~time + sex)f(~rain_cv_lag2)",29,17981.7947285887,452.703056289327,0,1149.1048
"99","~gpp_avg2 * season2","~time + sex","~oni_avg2","Phi(~gpp_avg2 * season2)p(~time + sex)f(~oni_avg2)",29,17981.8777285887,452.786056289326,0,1149.1884
"606","~rain_sum_lag2 * season2","~time","~rain_sum2","Phi(~rain_sum_lag2 * season2)p(~time)f(~rain_sum2)",28,17982.4515990353,453.359926735939,0,1151.7966
"556","~rain_sum_lag2 + season2","~time","~rain_sum_lag2 + season2 + sex","Phi(~rain_sum_lag2 + season2)p(~time)f(~rain_sum_lag2 + season2 + sex)",29,17983.1217285887,454.030056289328,0,1150.4323
"431","~rain_cv2","~time","~rain_sum2","Phi(~rain_cv2)p(~time)f(~rain_sum2)",26,17984.9400189816,455.848346682287,0,1158.3517
"928","~temp_cv2 * season2","~time","~rain_cv_lag2","Phi(~temp_cv2 * season2)p(~time)f(~rain_cv_lag2)",28,17984.9745990353,455.88292673594,0,1154.3194
"804","~rain_sum2 * season2","~year2","~rain_cv2 * season2","Phi(~rain_sum2 * season2)p(~year2)f(~rain_cv2 * season2)",19,17986.341502706,457.249830406618,0,1173.948
"661","~rain_sum2","~time","~rain_cv2 * season2 + sex","Phi(~rain_sum2)p(~time)f(~rain_cv2 * season2 + sex)",29,17986.5577285887,457.466056289326,0,1153.8684
"489","~rain_cv2 * season2","~time","~gpp_avg2","Phi(~rain_cv2 * season2)p(~time)f(~gpp_avg2)",28,17986.8945990353,457.802926735938,0,1156.2395
"941","~temp_cv2 * season2","~time + sex","~rain_cv_lag2","Phi(~temp_cv2 * season2)p(~time + sex)f(~rain_cv_lag2)",29,17986.9497285887,457.858056289326,0,1154.2596
"144","~gpp_avg2 * season2 + sex","~time","~temp_cv2","Phi(~gpp_avg2 * season2 + sex)p(~time)f(~temp_cv2)",29,17988.1197285887,459.028056289328,0,1155.4297
"495","~rain_cv2 * season2","~time + sex","~gpp_avg2","Phi(~rain_cv2 * season2)p(~time + sex)f(~gpp_avg2)",29,17988.4017285887,459.310056289327,0,1155.7121
"161","~gpp_avg2 * season2 + sex","~time + sex","~temp_cv2","Phi(~gpp_avg2 * season2 + sex)p(~time + sex)f(~temp_cv2)",30,17988.8030859728,459.711413673514,0,1154.0773
"267","~oni_avg2 * season2 + sex","~time","~rain_cv_lag2","Phi(~oni_avg2 * season2 + sex)p(~time)f(~rain_cv_lag2)",29,17990.4977285887,461.406056289328,0,1157.8075
"518","~rain_cv2 * season2 + sex","~time + sex","~gpp_avg2","Phi(~rain_cv2 * season2 + sex)p(~time + sex)f(~gpp_avg2)",30,17990.9460859728,461.854413673515,0,1156.2196
"154","~gpp_avg2 * season2 + sex","~time + sex","~rain_cv2","Phi(~gpp_avg2 * season2 + sex)p(~time + sex)f(~rain_cv2)",30,17991.2630859729,462.171413673517,0,1156.5373
"883","~temp_cv2 + season2","~time","~rain_cv_lag2","Phi(~temp_cv2 + season2)p(~time)f(~rain_cv_lag2)",27,17991.2676962025,462.176023903197,0,1162.6469
"408","~rain_cv_lag2 * season2 + sex","~time","~rain_sum_lag2","Phi(~rain_cv_lag2 * season2 + sex)p(~time)f(~rain_sum_lag2)",29,17991.4067285887,462.315056289328,0,1158.7172
"275","~oni_avg2 * season2 + sex","~time + sex","~rain_cv_lag2","Phi(~oni_avg2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2)",30,17992.7990859729,463.707413673517,0,1158.0727
"895","~temp_cv2 + season2","~time + sex","~rain_cv_lag2","Phi(~temp_cv2 + season2)p(~time + sex)f(~rain_cv_lag2)",28,17993.2335990353,464.141926735938,0,1162.5785
"138","~gpp_avg2 * season2 + sex","~time","~rain_sum_lag2","Phi(~gpp_avg2 * season2 + sex)p(~time)f(~rain_sum_lag2)",29,17993.9007285887,464.809056289327,0,1161.2106
"69","~gpp_avg2 + season2 + sex","~time + sex","~gpp_avg2","Phi(~gpp_avg2 + season2 + sex)p(~time + sex)f(~gpp_avg2)",29,17994.5177285887,465.426056289325,0,1161.8279
"63","~gpp_avg2 + season2 + sex","~time","~gpp_avg2","Phi(~gpp_avg2 + season2 + sex)p(~time)f(~gpp_avg2)",28,17996.5435990353,467.451926735939,0,1165.8893
"5","~gpp_avg2","~time","~rain_cv_lag2","Phi(~gpp_avg2)p(~time)f(~rain_cv_lag2)",26,17996.6280189816,467.536346682289,0,1170.0404
"414","~rain_cv_lag2 * season2 + sex","~time + sex","~rain_sum_lag2","Phi(~rain_cv_lag2 * season2 + sex)p(~time + sex)f(~rain_sum_lag2)",30,17997.6520859729,468.560413673516,0,1162.9259
"354","~rain_cv_lag2 + season2 + sex","~time","~rain_sum_lag2","Phi(~rain_cv_lag2 + season2 + sex)p(~time)f(~rain_sum_lag2)",28,17999.0135990353,469.92192673594,0,1168.359
"94","~gpp_avg2 * season2","~time","~temp_cv2","Phi(~gpp_avg2 * season2)p(~time)f(~temp_cv2)",28,17999.2895990353,470.197926735938,0,1168.6349
"193","~oni_avg2 + season2","~time","~rain_cv_lag2","Phi(~oni_avg2 + season2)p(~time)f(~rain_cv_lag2)",27,17999.5116962025,470.420023903196,0,1170.891
"364","~rain_cv_lag2 + season2 + sex","~time + sex","~rain_sum_lag2","Phi(~rain_cv_lag2 + season2 + sex)p(~time + sex)f(~rain_sum_lag2)",29,18000.7557285887,471.664056289326,0,1168.0662
"135","~gpp_avg2 * season2 + sex","~time","~rain_cv2","Phi(~gpp_avg2 * season2 + sex)p(~time)f(~rain_cv2)",29,18000.9647285887,471.873056289325,0,1168.2746
"110","~gpp_avg2 * season2","~time + sex","~temp_cv2","Phi(~gpp_avg2 * season2)p(~time + sex)f(~temp_cv2)",29,18001.0987285887,472.007056289327,0,1168.4086
"88","~gpp_avg2 * season2","~time","~rain_cv2","Phi(~gpp_avg2 * season2)p(~time)f(~rain_cv2)",28,18001.1205990353,472.02892673594,0,1170.466
"237","~oni_avg2 * season2","~time","~rain_cv_lag2","Phi(~oni_avg2 * season2)p(~time)f(~rain_cv_lag2)",28,18001.5345990353,472.442926735937,0,1170.8798
"200","~oni_avg2 + season2","~time + sex","~rain_cv_lag2","Phi(~oni_avg2 + season2)p(~time + sex)f(~rain_cv_lag2)",28,18001.5455990353,472.45392673594,0,1170.891
"376","~rain_cv_lag2 * season2","~time","~rain_sum_lag2","Phi(~rain_cv_lag2 * season2)p(~time)f(~rain_sum_lag2)",28,18002.5195990353,473.427926735938,0,1171.8646
"104","~gpp_avg2 * season2","~time + sex","~rain_cv2","Phi(~gpp_avg2 * season2)p(~time + sex)f(~rain_cv2)",29,18003.1417285887,474.050056289325,0,1170.4524
"247","~oni_avg2 * season2","~time + sex","~rain_cv_lag2","Phi(~oni_avg2 * season2)p(~time + sex)f(~rain_cv_lag2)",29,18004.0287285887,474.937056289327,0,1171.339
"388","~rain_cv_lag2 * season2","~time + sex","~rain_sum_lag2","Phi(~rain_cv_lag2 * season2)p(~time + sex)f(~rain_sum_lag2)",29,18004.5447285887,475.453056289327,0,1171.855
"455","~rain_cv2 + season2","~time + sex","~gpp_avg2","Phi(~rain_cv2 + season2)p(~time + sex)f(~gpp_avg2)",28,18004.8975990353,475.805926735939,0,1174.2433
"646","~rain_sum_lag2 * season2 + sex","~time + sex","~rain_sum2","Phi(~rain_sum_lag2 * season2 + sex)p(~time + sex)f(~rain_sum2)",30,18004.9670859729,475.875413673515,0,1170.2413
"410","~rain_cv_lag2 * season2 + sex","~time","~temp_cv2","Phi(~rain_cv_lag2 * season2 + sex)p(~time)f(~temp_cv2)",29,18006.3097285887,477.218056289326,0,1173.6199
"359","~rain_cv_lag2 + season2 + sex","~time","~temp_cv2","Phi(~rain_cv_lag2 + season2 + sex)p(~time)f(~temp_cv2)",28,18007.0145990353,477.922926735941,0,1176.36
"636","~rain_sum_lag2 * season2 + sex","~time","~rain_cv_lag2","Phi(~rain_sum_lag2 * season2 + sex)p(~time)f(~rain_cv_lag2)",29,18007.6957285887,478.604056289325,0,1175.0062
"417","~rain_cv_lag2 * season2 + sex","~time + sex","~temp_cv2","Phi(~rain_cv_lag2 * season2 + sex)p(~time + sex)f(~temp_cv2)",30,18007.7090859729,478.617413673517,0,1172.9831
"368","~rain_cv_lag2 + season2 + sex","~time + sex","~temp_cv2","Phi(~rain_cv_lag2 + season2 + sex)p(~time + sex)f(~temp_cv2)",29,18008.2057285887,479.114056289327,0,1175.516
"406","~rain_cv_lag2 * season2 + sex","~time","~rain_cv_lag2","Phi(~rain_cv_lag2 * season2 + sex)p(~time)f(~rain_cv_lag2)",29,18009.5137285887,480.422056289328,0,1176.8239
"321","~rain_cv_lag2 + season2","~time","~rain_sum_lag2","Phi(~rain_cv_lag2 + season2)p(~time)f(~rain_sum_lag2)",27,18010.1586962025,481.067023903197,0,1181.538
"9","~gpp_avg2","~time","~rain_cv2 + season2","Phi(~gpp_avg2)p(~time)f(~rain_cv2 + season2)",27,18010.1686962025,481.077023903195,0,1181.5476
"413","~rain_cv_lag2 * season2 + sex","~time + sex","~rain_cv_lag2","Phi(~rain_cv_lag2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2)",30,18010.4400859729,481.348413673517,0,1175.7136
"588","~rain_sum_lag2 + season2 + sex","~time + sex","~rain_cv_lag2","Phi(~rain_sum_lag2 + season2 + sex)p(~time + sex)f(~rain_cv_lag2)",29,18011.4337285887,482.342056289326,0,1178.7444
"334","~rain_cv_lag2 + season2","~time + sex","~rain_sum_lag2","Phi(~rain_cv_lag2 + season2)p(~time + sex)f(~rain_sum_lag2)",28,18012.1865990353,483.094926735939,0,1181.532
"352","~rain_cv_lag2 + season2 + sex","~time","~rain_cv_lag2","Phi(~rain_cv_lag2 + season2 + sex)p(~time)f(~rain_cv_lag2)",28,18013.0945990353,484.002926735939,0,1182.4399
"362","~rain_cv_lag2 + season2 + sex","~time + sex","~rain_cv_lag2","Phi(~rain_cv_lag2 + season2 + sex)p(~time + sex)f(~rain_cv_lag2)",29,18014.0697285887,484.978056289325,0,1181.3796
"381","~rain_cv_lag2 * season2","~time","~temp_cv2","Phi(~rain_cv_lag2 * season2)p(~time)f(~temp_cv2)",28,18017.3395990353,488.247926735938,0,1186.6852
"72","~gpp_avg2 + season2 + sex","~time + sex","~oni_avg2","Phi(~gpp_avg2 + season2 + sex)p(~time + sex)f(~oni_avg2)",29,18017.5527285887,488.461056289325,0,1184.8626
"329","~rain_cv_lag2 + season2","~time + sex","~oni_avg2","Phi(~rain_cv_lag2 + season2)p(~time + sex)f(~oni_avg2)",28,18017.7275990353,488.63592673594,0,1187.0725
"65","~gpp_avg2 + season2 + sex","~time","~oni_avg2","Phi(~gpp_avg2 + season2 + sex)p(~time)f(~oni_avg2)",28,18018.0575990353,488.965926735938,0,1187.4025
"600","~rain_sum_lag2 * season2","~time","~rain_cv_lag2","Phi(~rain_sum_lag2 * season2)p(~time)f(~rain_cv_lag2)",28,18018.8225990353,489.730926735938,0,1188.1683
"327","~rain_cv_lag2 + season2","~time","~temp_cv2","Phi(~rain_cv_lag2 + season2)p(~time)f(~temp_cv2)",27,18018.8636962025,489.772023903195,0,1190.2431
"394","~rain_cv_lag2 * season2","~time + sex","~temp_cv2","Phi(~rain_cv_lag2 * season2)p(~time + sex)f(~temp_cv2)",29,18019.1097285887,490.018056289326,0,1186.4198
"339","~rain_cv_lag2 + season2","~time + sex","~temp_cv2","Phi(~rain_cv_lag2 + season2)p(~time + sex)f(~temp_cv2)",28,18019.7215990353,490.629926735939,0,1189.0673
"374","~rain_cv_lag2 * season2","~time","~rain_cv_lag2","Phi(~rain_cv_lag2 * season2)p(~time)f(~rain_cv_lag2)",28,18020.7615990353,491.66992673594,0,1190.1071
"613","~rain_sum_lag2 * season2","~time + sex","~rain_cv_lag2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~rain_cv_lag2)",29,18020.8487285887,491.757056289327,0,1188.1591
"551","~rain_sum_lag2 + season2","~time","~rain_cv_lag2","Phi(~rain_sum_lag2 + season2)p(~time)f(~rain_cv_lag2)",27,18020.9056962025,491.814023903196,0,1192.2853
"78","~gpp_avg2 + season2 + sex","~time + sex","~temp_cv2","Phi(~gpp_avg2 + season2 + sex)p(~time + sex)f(~temp_cv2)",29,18021.7147285887,492.623056289325,0,1189.0249
"664","~rain_sum2","~time","~rain_sum2","Phi(~rain_sum2)p(~time)f(~rain_sum2)",26,18021.7650189816,492.673346682288,0,1195.1767
"384","~rain_cv_lag2 * season2","~time + sex","~rain_cv_lag2","Phi(~rain_cv_lag2 * season2)p(~time + sex)f(~rain_cv_lag2)",29,18022.4197285887,493.328056289327,0,1189.7302
"680","~rain_sum2","~time + sex","~rain_sum2","Phi(~rain_sum2)p(~time + sex)f(~rain_sum2)",27,18023.3066962025,494.215023903194,0,1194.6861
"318","~rain_cv_lag2 + season2","~time","~rain_cv_lag2","Phi(~rain_cv_lag2 + season2)p(~time)f(~rain_cv_lag2)",27,18024.4066962025,495.315023903197,0,1195.786
"331","~rain_cv_lag2 + season2","~time + sex","~rain_cv_lag2","Phi(~rain_cv_lag2 + season2)p(~time + sex)f(~rain_cv_lag2)",28,18026.1565990353,497.06492673594,0,1195.5015
"846","~rain_sum2 * season2 + sex","~year2","~rain_sum_lag2 + season2","Phi(~rain_sum2 * season2 + sex)p(~year2)f(~rain_sum_lag2 + season2)",19,18027.053502706,497.961830406617,0,1214.6597
"298","~rain_cv_lag2","~time","~temp_cv2","Phi(~rain_cv_lag2)p(~time)f(~temp_cv2)",26,18030.2490189816,501.157346682288,0,1203.6608
"310","~rain_cv_lag2","~time + sex","~temp_cv2","Phi(~rain_cv_lag2)p(~time + sex)f(~temp_cv2)",27,18032.0706962025,502.979023903197,0,1203.4501
"28","~gpp_avg2","~time + sex","~rain_sum2","Phi(~gpp_avg2)p(~time + sex)f(~rain_sum2)",27,18032.1816962025,503.090023903194,0,1203.5608
"481","~rain_cv2 + season2 + sex","~time + sex","~rain_cv2","Phi(~rain_cv2 + season2 + sex)p(~time + sex)f(~rain_cv2)",29,18032.9117285887,503.820056289325,0,1200.2215
"477","~rain_cv2 + season2 + sex","~time","~rain_cv2","Phi(~rain_cv2 + season2 + sex)p(~time)f(~rain_cv2)",28,18033.4615990353,504.369926735941,0,1202.807
"43","~gpp_avg2 + season2","~time","~temp_cv2","Phi(~gpp_avg2 + season2)p(~time)f(~temp_cv2)",27,18033.6066962025,504.515023903197,0,1204.9861
"844","~rain_sum2 * season2 + sex","~year2","~rain_cv2 * season2","Phi(~rain_sum2 * season2 + sex)p(~year2)f(~rain_cv2 * season2)",20,18035.5876315789,506.495959279611,0,1221.1702
"51","~gpp_avg2 + season2","~time + sex","~rain_cv2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~rain_cv2)",28,18038.8645990353,509.772926735939,0,1208.2098
"449","~rain_cv2 + season2","~time","~rain_cv_lag2","Phi(~rain_cv2 + season2)p(~time)f(~rain_cv_lag2)",27,18040.5546962025,511.463023903194,0,1211.9341
"852","~temp_cv2","~time","~rain_cv_lag2","Phi(~temp_cv2)p(~time)f(~rain_cv_lag2)",26,18040.7920189816,511.700346682286,0,1214.2035
"32","~gpp_avg2 + season2","~time","~gpp_avg2","Phi(~gpp_avg2 + season2)p(~time)f(~gpp_avg2)",27,18041.1676962025,512.076023903195,0,1212.5468
"457","~rain_cv2 + season2","~time + sex","~rain_cv_lag2","Phi(~rain_cv2 + season2)p(~time + sex)f(~rain_cv_lag2)",28,18042.4555990353,513.363926735939,0,1211.8014
"911","~temp_cv2 + season2 + sex","~time","~gpp_avg2","Phi(~temp_cv2 + season2 + sex)p(~time)f(~gpp_avg2)",28,18042.6165990353,513.52492673594,0,1211.9615
"869","~temp_cv2","~time + sex","~rain_cv_lag2","Phi(~temp_cv2)p(~time + sex)f(~rain_cv_lag2)",27,18042.7676962025,513.676023903197,0,1214.1466
