"","orderkey","seasonkey","seasonid","season","window","year","date","julian_date","trap_type","ear_tag_id","sex","radio_collar","weight","w_collar","status","age","vulva","breeding_status","date_death","notes"
"21646",21646,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6175","F",NA,102.6,NA,NA,"Pup",NA,NA,NA,NA
"21647",21647,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6015","M",NA,146.6,NA,NA,"Pup",NA,NA,NA,NA
"21648",21648,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6158","M",NA,148.7,NA,NA,"Pup",NA,NA,NA,NA
"21649",21649,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6051","F",NA,135.9,NA,NA,"Pup",NA,NA,NA,NA
"21650",21650,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6077","M",NA,147.9,NA,NA,"Pup",NA,NA,NA,NA
"21651",21651,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6039","F",NA,136.1,NA,NA,"Pup",NA,NA,"2018-09-21",NA
"21652",21652,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6210","M",NA,108.2,NA,NA,"Pup",NA,NA,NA,NA
"21653",21653,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6109","M",NA,127,NA,NA,"Pup",NA,NA,NA,NA
"21654",21654,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6164","F",NA,116.1,NA,NA,"Pup",NA,NA,NA,NA
"21655",21655,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6199","M",NA,97.4,NA,NA,"Pup",NA,NA,NA,NA
"21656",21656,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","4720","F","150.911",NA,295.3,NA,"Adult",2,4,NA,"se retira collar 150.911"
"21657",21657,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6172","M",NA,144.7,NA,NA,"Pup",NA,NA,NA,NA
"21658",21658,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6000","F",NA,280.3,NA,NA,"Adult",0,4,NA,NA
"21659",21659,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6003","M",NA,215.2,NA,NA,"Adult",NA,NA,NA,NA
"21660",21660,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6037","M",NA,147.9,NA,NA,"Pup",NA,NA,NA,NA
"21661",21661,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6052","M",NA,125.8,NA,NA,"Pup",NA,NA,"2018-06-14",NA
"21662",21662,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","4785","F",NA,284.2,NA,NA,"Adult",0,4,NA,NA
"21663",21663,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6248","F",NA,80.6,NA,NA,"Pup",NA,NA,NA,NA
"21664",21664,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6174","F",NA,152.8,NA,NA,"Pup",NA,NA,NA,NA
"21665",21665,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6196","F",NA,153.8,NA,NA,"Pup",2,NA,NA,NA
"21666",21666,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6085","F",NA,152.5,NA,NA,"Pup",NA,NA,NA,NA
"21667",21667,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6246","F",NA,140.8,NA,NA,"Pup",NA,NA,NA,NA
"21668",21668,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6107","M",NA,150.8,NA,NA,"Pup",NA,NA,NA,NA
"21669",21669,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6070","F",NA,128.9,NA,NA,"Pup",NA,NA,NA,NA
"21670",21670,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6038","F",NA,113.3,NA,NA,"Pup",NA,NA,NA,NA
"21671",21671,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6075","F",NA,124.2,NA,NA,"Pup",NA,NA,NA,NA
"21672",21672,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6121","F",NA,125.4,NA,NA,"Pup",NA,NA,NA,NA
"21673",21673,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6041","M",NA,141.2,NA,NA,"Pup",NA,NA,NA,NA
"21674",21674,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","4474","F",NA,234.8,NA,NA,"Adult",2,4,NA,NA
"21675",21675,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","4765","M",NA,259.7,NA,NA,"Adult",NA,NA,NA,NA
"21676",21676,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6100","M",NA,131.6,NA,NA,"Pup",NA,NA,NA,NA
"21677",21677,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","4798","F",NA,300,NA,NA,"Adult",0,4,NA,NA
"21678",21678,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6228","F",NA,119.3,NA,NA,"Pup",NA,NA,NA,NA
"21679",21679,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6249","F",NA,107.5,NA,"new","Pup",NA,NA,NA,NA
"21680",21680,18,"spring_oct_2017","spring","oct",2017,"2017-11-01",307,"T","6250","M",NA,57.7,NA,"new","Pup",NA,NA,NA,NA
"21681",21681,18,"spring_oct_2017","spring","oct",2017,"2017-11-02",308,"T","6251","M",NA,159.5,NA,"new","Pup",NA,NA,NA,NA
"21682",21682,18,"spring_oct_2017","spring","oct",2017,"2017-11-02",308,"T","6252","M",NA,159.5,NA,"new","Pup",NA,NA,NA,NA
"21683",21683,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6121","F",NA,130.5,NA,NA,"Pup",NA,NA,NA,NA
"21684",21684,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6182","F",NA,161.9,NA,NA,"Pup",NA,NA,NA,NA
"21685",21685,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6000","F",NA,283.5,NA,NA,"Adult",0,4,NA,NA
"21686",21686,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6039","F",NA,142.3,NA,NA,"Pup",NA,NA,"2018-09-21",NA
"21687",21687,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6132","M",NA,154.6,NA,NA,"Pup",NA,NA,NA,NA
"21688",21688,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6172","M",NA,149.8,NA,NA,"Pup",NA,NA,NA,NA
"21689",21689,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6109","M",NA,128.3,NA,NA,"Pup",NA,NA,NA,NA
"21690",21690,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6096","M",NA,128.2,NA,NA,"Pup",NA,NA,NA,NA
"21691",21691,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6234","M",NA,140.4,NA,NA,"Pup",NA,NA,NA,NA
"21692",21692,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","4462","F",NA,278.6,NA,NA,"Adult",0,4,NA,NA
"21693",21693,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6031","M",NA,160.2,NA,NA,"Pup",NA,NA,NA,NA
"21694",21694,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","4511","F",NA,258.5,NA,NA,"Adult",0,4,NA,NA
"21695",21695,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6150","M",NA,135.6,NA,NA,"Pup",NA,NA,NA,NA
"21696",21696,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6180","M",NA,134.6,NA,NA,"Pup",NA,NA,NA,NA
"21697",21697,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6135","F",NA,139.3,NA,NA,"Pup",NA,NA,NA,NA
"21698",21698,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6240","F",NA,143,NA,NA,"Pup",NA,NA,NA,NA
"21699",21699,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6067","F",NA,132.3,NA,NA,"Pup",NA,NA,NA,NA
"21700",21700,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6104","F",NA,154.4,NA,NA,"Pup",NA,NA,NA,NA
"21701",21701,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6230","F",NA,130.8,NA,NA,"Pup",NA,NA,NA,NA
"21702",21702,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6101","F",NA,142.1,NA,NA,"Pup",NA,NA,NA,NA
"21703",21703,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6214","F",NA,131.9,NA,NA,"Pup",NA,NA,NA,NA
"21704",21704,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6056","F",NA,115.2,NA,NA,"Pup",NA,NA,"2018-07-02",NA
"21705",21705,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6097","F",NA,130.1,NA,NA,"Pup",NA,NA,NA,NA
"21706",21706,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6106","F",NA,136.6,NA,NA,"Pup",NA,NA,NA,NA
"21707",21707,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6069","M",NA,127.9,NA,NA,"Pup",NA,NA,NA,NA
"21708",21708,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6129","M",NA,137.5,NA,NA,"Pup",NA,NA,NA,NA
"21709",21709,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6216","M",NA,158.2,NA,NA,"Pup",NA,NA,NA,NA
"21710",21710,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6052","M",NA,131.7,NA,NA,"Pup",NA,NA,"2018-06-14",NA
"21711",21711,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6246","F",NA,141.9,NA,NA,"Pup",NA,NA,NA,NA
"21712",21712,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6167","F",NA,153.5,NA,NA,"Pup",NA,NA,NA,NA
"21713",21713,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6166","F",NA,119.7,NA,NA,"Pup",NA,NA,NA,NA
"21714",21714,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6151","F",NA,141.1,NA,NA,"Pup",NA,NA,NA,NA
"21715",21715,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6077","M",NA,148.4,NA,NA,"Pup",NA,NA,NA,NA
"21716",21716,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6249","F",NA,106.7,NA,NA,"Pup",NA,NA,NA,NA
"21717",21717,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6176","F",NA,128,NA,NA,"Pup",NA,NA,NA,NA
"21718",21718,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6066","M",NA,140.9,NA,NA,"Pup",NA,NA,NA,NA
"21719",21719,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6043","F",NA,129.6,NA,NA,"Pup",NA,NA,NA,NA
"21720",21720,18,"spring_oct_2017","spring","oct",2017,"2017-11-03",309,"T","6120","F",NA,121.2,NA,NA,"Pup",NA,NA,NA,NA
"21721",21721,NA,"fall_NA_2018","fall",NA,2018,"2018-05-08",130,"T","4549","M",NA,186.3,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, se pone collar 151.247"
"21722",21722,NA,"fall_NA_2018","fall",NA,2018,"2018-05-08",130,"T","6148","F",NA,177.3,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 150.611"
"21723",21723,NA,"fall_NA_2018","fall",NA,2018,"2018-05-08",130,"T","6388","M",NA,154.5,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, bajo peso"
"21724",21724,NA,"fall_NA_2018","fall",NA,2018,"2018-05-08",130,"T","6268","M",NA,198.2,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, se pone collar 150.151"
"21725",21725,NA,"fall_NA_2018","fall",NA,2018,"2018-05-08",130,"T","6073","M",NA,173,NA,NA,"Adult",NA,NA,"2018-06-08","C, En1, Ec, SL, se pone collar 151.811"
"21726",21726,NA,"fall_NA_2018","fall",NA,2018,"2018-05-08",130,"T","6052","M",NA,174.4,NA,NA,"Adult",NA,NA,"2018-06-14","no dio fecas, se pone collar 150.831"
"21727",21727,NA,"fall_NA_2018","fall",NA,2018,"2018-05-08",130,"T","6152","M",NA,205.5,NA,NA,"Adult",NA,NA,NA,"no dio fecas, se pone collar 151.730"
"21728",21728,NA,"fall_NA_2018","fall",NA,2018,"2018-05-08",130,"T","4798","F",NA,179.1,NA,NA,"Adult",0,NA,NA,"no dio fecas, se pone collar 150.991"
"21729",21729,NA,"fall_NA_2018","fall",NA,2018,"2018-05-09",131,"T","6004","F",NA,221.5,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 151.531"
"21730",21730,NA,"fall_NA_2018","fall",NA,2018,"2018-05-09",131,"T","6018","F",NA,134.7,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, bajo peso"
"21731",21731,NA,"fall_NA_2018","fall",NA,2018,"2018-05-09",131,"T","6215","F",NA,138,NA,NA,"Adult",0,NA,NA,"no dio fecas, bajo peso"
"21732",21732,NA,"fall_NA_2018","fall",NA,2018,"2018-05-09",131,"T","6052","M","150.831",NA,181.3,NA,"Adult",NA,NA,"2018-06-14","no dio fecas"
"21733",21733,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6351","F",NA,196.4,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 151.590"
"21734",21734,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6002","F",NA,245.5,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 150.711"
"21735",21735,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6341","F",NA,151.5,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, bajo peso"
"21736",21736,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6092","F",NA,209.7,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 151.351, no se recupera collar"
"21737",21737,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","4758","M",NA,197.5,NA,NA,"Adult",NA,NA,NA,"C, En1, SL, se pone collar 150.911, no se recupera collar, no dio pulgas"
"21738",21738,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6215","F",NA,137.4,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, bajo peso"
"21739",21739,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6048","F",NA,183.7,NA,NA,"Adult",0,NA,"2019-06-19","no dio fecas, se pone collar 151.910"
"21740",21740,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6222","F",NA,167.3,NA,NA,"Adult",0,NA,NA,"no dio fecas, se pone collar 150.211"
"21741",21741,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6176","F",NA,121.7,NA,NA,"Adult",0,NA,NA,"no dio fecas, bajo peso"
"21742",21742,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6366","F",NA,124.2,NA,NA,"Adult",0,NA,NA,"no dio fecas, bajo peso"
"21743",21743,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6347","M",NA,132.4,NA,NA,"Adult",NA,NA,NA,"no dio fecas, bajo peso"
"21744",21744,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6162","F",NA,125,NA,NA,"Adult",0,NA,NA,"no dio fecas, bajo peso"
"21745",21745,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6249","F",NA,123.4,NA,NA,"Adult",0,NA,NA,"no dio fecas, bajo peso"
"21746",21746,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","6276","M",NA,182.7,NA,NA,"Adult",NA,NA,NA,"no dio fecas, se pone collar 151.151"
"21747",21747,NA,"fall_NA_2018","fall",NA,2018,"2018-05-10",132,"T","4511","F",NA,169.3,NA,NA,"Adult",0,NA,NA,"no dio fecas, se pone collar 151.670"
"21748",21748,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","4408","F",NA,200.6,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 151.490"
"21749",21749,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6035","M",NA,202.9,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, se pone collar 151.229"
"21750",21750,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6388","M",NA,154.3,NA,NA,"Adult",NA,NA,NA,"En2, bajo peso"
"21751",21751,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6162","F",NA,125.2,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, bajo peso"
"21752",21752,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","4784","F",NA,236.6,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 151.410"
"21753",21753,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6410","F",NA,NA,NA,NA,"Adult",NA,NA,NA,"FUGADA ANTES DE MARCAR Y PESAR (rucia única)"
"21754",21754,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6258","M",NA,228.9,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, se pone collar 151.391"
"21755",21755,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6347","M",NA,132.7,NA,NA,"Adult",NA,NA,NA,"no dio fecas, bajo peso"
"21756",21756,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6207","F",NA,153.8,NA,NA,"Adult",0,NA,NA,"no dio fecas, bajo peso"
"21757",21757,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6366","F",NA,124.5,NA,NA,"Adult",0,NA,NA,"no dio fecas, bajo peso"
"21758",21758,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6326","F",NA,141.5,NA,NA,"Adult",0,NA,NA,"no dio fecas, bajo peso"
"21759",21759,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6056","F",NA,156.2,NA,NA,"Adult",0,NA,"2018-07-02","no dio fecas, bajo peso"
"21760",21760,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6210","M",NA,135.7,NA,NA,"Adult",NA,NA,NA,"no dio fecas, bajo peso"
"21761",21761,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","4743","F",NA,183.5,NA,NA,"Adult",0,NA,NA,"no dio fecas, se pone collar 151.050"
"21762",21762,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","4313","F",NA,171.2,NA,NA,"Adult",0,NA,NA,"no dio fecas, se pone collar 151.571"
"21763",21763,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6205","M",NA,211.5,NA,NA,"Adult",NA,NA,"2018-07-02","no dio fecas, se pone collar 150.630"
"21764",21764,NA,"fall_NA_2018","fall",NA,2018,"2018-05-11",133,"T","6052","M","150.831",NA,182.8,NA,"Adult",NA,NA,"2018-06-14","no dio fecas"
"21765",21765,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6276","M","151.151",NA,188.6,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL"
"21766",21766,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6162","F",NA,125.6,NA,NA,"Adult",0,NA,NA,NA
"21767",21767,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6341","F",NA,156.3,NA,NA,"Adult",0,NA,NA,"En2, se pone collar N150.811 **"
"21768",21768,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6215","F",NA,141.6,NA,NA,"Adult",0,NA,NA,"En2"
"21769",21769,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6205","M","150.630",NA,215,NA,"Adult",NA,NA,"2018-07-02","no dio fecas, 02/07 se encuentra collar botado, depredado"
"21770",21770,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6123","F",NA,190.3,NA,NA,"Adult",0,NA,NA,"no dio fecas, se pone collar N 150.850 **"
"21771",21771,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6127","M",NA,236,NA,NA,"Adult",NA,NA,NA,"no dio fecas, se pone collar 150.671"
"21772",21772,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6048","F","151.910",NA,188.9,NA,"Adult",0,NA,"2019-06-19","no dio fecas"
"21773",21773,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6400","M",NA,149.5,NA,"new","Adult",NA,NA,NA,"no dio fecas, bajo peso"
"21774",21774,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","6401","M",NA,185.8,NA,"new","Adult",NA,NA,NA,"no dio fecas"
"21775",21775,NA,"fall_NA_2018","fall",NA,2018,"2018-05-12",134,"T","4491","F",NA,207.1,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 150.510"
"21776",21776,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6258","M","151.391",NA,225.1,NA,"Adult",NA,NA,NA,"En2"
"21777",21777,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6162","F",NA,129.5,NA,NA,"Adult",0,NA,NA,"En2, bajo peso"
"21778",21778,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6035","M","151.229",NA,202.3,NA,"Adult",NA,NA,NA,"En2"
"21779",21779,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6210","M",NA,136.8,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, bajo peso"
"21780",21780,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6116","M",NA,227,NA,NA,"Adult",NA,NA,"2019-06-28","C, En1, Ec, SL, se pone collar 151.651"
"21781",21781,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6402","F",NA,134.3,NA,"new","Adult",0,NA,NA,"C, En1, Ec, SL, bajo peso"
"21782",21782,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6202","F",NA,165.2,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 151.132"
"21783",21783,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6400","M",NA,146.4,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, bajo peso"
"21784",21784,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","4765","M",NA,240,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, se pone collar 151.551"
"21785",21785,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6276","M","151.151",NA,186.3,NA,"Adult",NA,NA,NA,"En2"
"21786",21786,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6152","M","151.730",NA,214.7,NA,"Adult",NA,NA,NA,"no dio fecas"
"21787",21787,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","4734","M","150.811**",194.5,NA,NA,"Adult",NA,NA,"2018-07-09","no dio fecas, se pone collar 150.811**, 09/07 se encuentra collar botado, depredado"
"21788",21788,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6097","F",NA,159.2,NA,NA,"Adult",0,NA,NA,"no dio fecas, se pone collar 150.650"
"21789",21789,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6403","M",NA,211.6,NA,"new","Adult",NA,NA,NA,"no dio fecas"
"21790",21790,NA,"fall_NA_2018","fall",NA,2018,"2018-05-14",136,"T","6404","F",NA,188.5,NA,"new","Adult",0,NA,NA,"no dio fecas"
"21791",21791,NA,"fall_NA_2018","fall",NA,2018,"2018-05-15",137,"T","6215","F",NA,150.9,NA,NA,"Adult",0,NA,NA,"En3, se pone collar 150.851**"
"21792",21792,NA,"fall_NA_2018","fall",NA,2018,"2018-05-15",137,"T","6341","F","N150.811**",NA,155.5,NA,"Adult",0,NA,NA,"En3, bajo peso"
"21793",21793,NA,"fall_NA_2018","fall",NA,2018,"2018-05-15",137,"T","6176","F",NA,132.9,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, bajo peso"
"21794",21794,NA,"fall_NA_2018","fall",NA,2018,"2018-05-15",137,"T","4789","M",NA,216.6,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, se pone collar 151.170"
"21795",21795,NA,"fall_NA_2018","fall",NA,2018,"2018-05-15",137,"T","6347","M",NA,143,NA,NA,"Adult",NA,NA,NA,"no dio fecas, bajo peso"
"21796",21796,NA,"fall_NA_2018","fall",NA,2018,"2018-05-16",138,"T","6402","F",NA,135.5,NA,NA,"Adult",0,NA,NA,"En2"
"21797",21797,NA,"fall_NA_2018","fall",NA,2018,"2018-05-16",138,"T","6258","M","151.391",NA,222.1,NA,"Adult",NA,NA,NA,"En3"
"21798",21798,NA,"fall_NA_2018","fall",NA,2018,"2018-05-16",138,"T","6326","F",NA,156.9,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 150.530"
"21799",21799,NA,"fall_NA_2018","fall",NA,2018,"2018-05-16",138,"T","6123","F","N150.850**",NA,194.7,NA,"Adult",0,NA,NA,"C, En1, Ec, SL"
"21800",21800,NA,"fall_NA_2018","fall",NA,2018,"2018-05-16",138,"T","6405","F",NA,137.5,NA,"new","Adult",0,NA,NA,"C, En1, Ec, SL, bajo peso"
"21801",21801,NA,"fall_NA_2018","fall",NA,2018,"2018-05-16",138,"T","6056","F",NA,156.9,NA,NA,"Adult",0,NA,"2018-07-02","no dio fecas, se pone collar 150.250"
"21802",21802,NA,"fall_NA_2018","fall",NA,2018,"2018-05-16",138,"T","6097","F","150.650",NA,164.7,NA,"Adult",0,NA,NA,"no dio fecas"
"21803",21803,NA,"fall_NA_2018","fall",NA,2018,"2018-05-16",138,"T","6152","M","151.730",NA,209.5,NA,"Adult",NA,NA,NA,"no dio fecas"
"21804",21804,NA,"fall_NA_2018","fall",NA,2018,"2018-05-17",139,"T","6162","F",NA,137,NA,NA,"Adult",0,NA,NA,"En3"
"21805",21805,NA,"fall_NA_2018","fall",NA,2018,"2018-05-17",139,"T","6148","F","150.611",NA,186,NA,"Adult",0,NA,NA,"En2"
"21806",21806,NA,"fall_NA_2018","fall",NA,2018,"2018-05-17",139,"T","6215","F","150.851**",NA,163.3,NA,"Adult",0,NA,NA,NA
"21807",21807,NA,"fall_NA_2018","fall",NA,2018,"2018-05-17",139,"T","6402","F",NA,134.6,NA,NA,"Adult",0,NA,NA,"bajo peso"
"21808",21808,NA,"fall_NA_2018","fall",NA,2018,"2018-05-17",139,"T","3675","F",NA,236.4,NA,NA,"Adult",0,NA,NA,"C, En1, Ec, SL, se pone collar 151.291"
"21809",21809,NA,"fall_NA_2018","fall",NA,2018,"2018-05-17",139,"T","6403","M",NA,217.1,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, se pone collar 150.870"
"21810",21810,NA,"fall_NA_2018","fall",NA,2018,"2018-05-17",139,"T","6173","M",NA,180.1,NA,NA,"Adult",NA,NA,NA,"C, En1, Ec, SL, se pone collar 150.050"
