"","orderkey","seasonkey","seasonid","season","window","year","date","julian_date","trap_type","ear_tag_id","sex","radio_collar","weight","w_collar","status","age","vulva","breeding_status","date_death","notes"
"1",1,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1070","M",NA,142.5,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"2",2,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1076","F",NA,149.4,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"3",3,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1041","F",NA,179.9,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"4",4,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","4144","F",NA,191.6,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"5",5,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","874","M",NA,149.5,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"6",6,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","994","F",NA,119,NA,NA,NA,0,NA,NA,"F-E"
"7",7,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","866","M",NA,119.6,NA,NA,NA,0,NA,NA,"F-E"
"8",8,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1037","F",NA,148.9,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"9",9,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","325","F",NA,162.4,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"10",10,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1048","M",NA,161.3,NA,NA,NA,0,NA,NA,"F-E"
"11",11,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","878","M",NA,138.2,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"12",12,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","324","F",NA,145.5,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"13",13,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1011","F",NA,126,NA,NA,NA,0,NA,NA,"F-E"
"14",14,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1013","F",NA,122.3,NA,NA,NA,0,NA,NA,"E"
"15",15,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1015","F",NA,154.8,NA,NA,NA,0,NA,NA,"F-E"
"16",16,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1067","M",NA,126,NA,NA,NA,0,NA,NA,"F-E"
"17",17,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1194","F",NA,106.4,NA,NA,NA,0,NA,NA,"E"
"18",18,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","0252","F",NA,181.9,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"19",19,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","939","M",NA,182.4,NA,NA,NA,0,NA,NA,"F-E"
"20",20,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1025","M",NA,140.8,NA,NA,NA,NA,NA,NA,"F-E"
"21",21,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","0130","F",NA,170.6,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"22",22,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","883","F",NA,180.4,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"23",23,NA,"fall_NA_2009","fall",NA,2009,"2009-05-04",124,"T","1144","F",NA,134.5,NA,NA,NA,0,NA,NA,"F-E"
"24",24,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"oSh","881","M",NA,147.7,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"25",25,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"oSh","999","M",NA,152.2,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"26",26,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1071","F",NA,127.1,NA,NA,NA,0,NA,NA,"F incompleto"
"27",27,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1074","M",NA,152.8,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"28",28,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1025","M",NA,139.1,NA,NA,NA,NA,NA,NA,NA
"29",29,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"oSh","1049","M",NA,211.6,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"30",30,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","972","F",NA,119.5,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"31",31,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","986","F",NA,170,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"32",32,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","2161","M",NA,167.8,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"33",33,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1040","M",NA,108.8,NA,NA,NA,NA,NA,NA,"F-E"
"34",34,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1048","M",NA,162.5,NA,NA,NA,NA,NA,NA,NA
"35",35,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1015","F",NA,152.3,NA,NA,NA,0,NA,NA,NA
"36",36,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","878","M",NA,137.3,NA,NA,NA,NA,NA,NA,NA
"37",37,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","987","M",NA,154.9,NA,NA,NA,NA,NA,NA,"F-E"
"38",38,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1011","F",NA,126.1,NA,NA,NA,0,NA,NA,NA
"39",39,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1013","F",NA,125.7,NA,NA,NA,0,NA,NA,NA
"40",40,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","0252","F",NA,180.5,NA,NA,NA,0,NA,NA,NA
"41",41,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1066","F",NA,165.2,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"42",42,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1082","F",NA,117,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"43",43,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","883","F",NA,177.7,NA,NA,NA,0,NA,NA,NA
"44",44,NA,"fall_NA_2009","fall",NA,2009,"2009-05-05",125,"T","1009","M",NA,136.9,NA,NA,NA,NA,NA,NA,"F-E"
"45",45,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1021","F",NA,125.5,NA,NA,NA,0,NA,NA,NA
"46",46,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","25","F",NA,145.1,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"47",47,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","881","M",NA,146.2,NA,NA,NA,NA,NA,NA,NA
"48",48,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","984","F",NA,149.5,NA,NA,NA,0,NA,NA,NA
"49",49,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1076","F",NA,141.1,NA,NA,NA,0,NA,NA,NA
"50",50,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","945","M",NA,178.2,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"51",51,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1026","F",NA,138.9,NA,"new",NA,0,NA,NA,"se saca tejido 07/05/2009"
"52",52,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","879","M",NA,124.9,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"53",53,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1089","M",NA,140.8,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"54",54,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","0255","F",NA,203.6,NA,NA,NA,0,NA,NA,NA
"55",55,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","987","M",NA,157.1,NA,NA,NA,NA,NA,NA,NA
"56",56,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","917","M",NA,154.7,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"57",57,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","878","M",NA,134.6,NA,NA,NA,NA,NA,NA,NA
"58",58,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1082","F",NA,113,NA,NA,NA,0,NA,NA,NA
"59",59,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1011","F",NA,124.5,NA,NA,NA,0,NA,NA,NA
"60",60,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1013","F",NA,123.8,NA,NA,NA,0,NA,NA,"F"
"61",61,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1015","F",NA,152.1,NA,NA,NA,0,NA,NA,NA
"62",62,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1067","M",NA,127.9,NA,NA,NA,NA,NA,NA,NA
"63",63,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1066","F",NA,165.7,NA,NA,NA,0,NA,NA,NA
"64",64,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","939","M",NA,176.8,NA,NA,NA,NA,NA,NA,"S1-I1"
"65",65,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","972","F",NA,114.1,NA,NA,NA,0,NA,NA,NA
"66",66,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","0252","F",NA,185.4,NA,NA,NA,0,NA,NA,NA
"67",67,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1025","M",NA,138.3,NA,NA,NA,NA,NA,NA,NA
"68",68,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1009","M",NA,136.6,NA,NA,NA,NA,NA,NA,NA
"69",69,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","0130","F",NA,170,NA,NA,NA,0,NA,NA,NA
"70",70,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","883","F",NA,173.5,NA,NA,NA,0,NA,NA,NA
"71",71,NA,"fall_NA_2009","fall",NA,2009,"2009-05-06",126,"T","1144","F",NA,131.1,NA,NA,NA,0,NA,NA,NA
"72",72,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1096","M",NA,172.1,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"73",73,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","0221","F",NA,187.5,NA,NA,NA,0,NA,NA,"F(sólo cortisol)-E-S1-I1"
"74",74,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","881","M",NA,149.1,NA,NA,NA,NA,NA,NA,NA
"75",75,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"oSh","999","M",NA,153.6,NA,NA,NA,NA,NA,NA,NA
"76",76,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1071","F",NA,125.1,NA,NA,NA,0,NA,NA,"F-E-S1-I1 completa endoparásitos, piel roja"
"77",77,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"oSh","1089","M",NA,139.8,NA,NA,NA,NA,NA,NA,NA
"78",78,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"oSh","1026","F",NA,136.9,NA,NA,NA,0,NA,NA,"F-E-S1-I1 tejido atrasado"
"79",79,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"oSh","1027","F",NA,139.6,NA,"new",NA,0,NA,NA,NA
"80",80,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","879","M",NA,121.9,NA,NA,NA,NA,NA,NA,NA
"81",81,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1039","F",NA,148.9,NA,NA,NA,0,NA,NA,NA
"82",82,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","0252","F",NA,184.8,NA,NA,NA,0,NA,NA,NA
"83",83,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","972","F",NA,117.9,NA,NA,NA,0,NA,NA,NA
"84",84,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","906","M",NA,180.2,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"85",85,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","986","F",NA,165.4,NA,NA,NA,0,NA,NA,NA
"86",86,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"oSh","2161","M",NA,175.6,NA,NA,NA,NA,NA,NA,NA
"87",87,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1040","M",NA,108.4,NA,NA,NA,NA,NA,NA,NA
"88",88,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1048","M",NA,162.5,NA,NA,NA,NA,NA,NA,NA
"89",89,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1015","F",NA,148.5,NA,NA,NA,0,NA,NA,NA
"90",90,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","878","M",NA,133.8,NA,NA,NA,NA,NA,NA,NA
"91",91,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1013","F",NA,122.8,NA,NA,NA,0,NA,NA,"S1-I1"
"92",92,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","870","F",NA,122.6,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"93",93,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","987","M",NA,158.1,NA,NA,NA,NA,NA,NA,"S1-I1"
"94",94,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","939","M",NA,178.5,NA,NA,NA,NA,NA,NA,NA
"95",95,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1082","F",NA,113.6,NA,NA,NA,0,NA,NA,NA
"96",96,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","0130","F",NA,164.6,NA,NA,NA,0,NA,NA,NA
"97",97,NA,"fall_NA_2009","fall",NA,2009,"2009-05-07",127,"T","1144","F",NA,129.1,NA,NA,NA,0,NA,NA,"S1-I1"
"98",98,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1073","F",NA,172.1,NA,NA,NA,0,NA,NA,"F-E-S1-I1, endoparásitos incompleto"
"99",99,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","25","F",NA,142.7,NA,NA,NA,0,NA,NA,NA
"100",100,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","974","F",NA,171.5,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"101",101,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"oSh","999","M",NA,156.6,NA,NA,NA,NA,NA,NA,NA
"102",102,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1074","M",NA,159.7,NA,NA,NA,NA,NA,NA,NA
"103",103,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","881","M",NA,152.5,NA,NA,NA,NA,NA,NA,NA
"104",104,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","970","F",NA,152.6,NA,NA,NA,0,NA,NA,"F-E-S1-I1, endoparásitos incompleto"
"105",105,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"oSh","1259","F",NA,145.3,NA,NA,NA,0,NA,NA,NA
"106",106,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","4144","F",NA,192.6,NA,NA,NA,0,NA,NA,NA
"107",107,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","983","M",NA,122.9,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"108",108,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"oSh","1070","M",NA,150.7,NA,NA,NA,NA,NA,NA,NA
"109",109,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1077","F",NA,157.8,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"110",110,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","870","F",NA,130.7,NA,NA,NA,0,NA,NA,NA
"111",111,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","866","M",NA,109.7,NA,NA,NA,NA,NA,NA,"S1-I1"
"112",112,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1015","F",NA,145.9,NA,NA,NA,0,NA,NA,"S1-I1"
"113",113,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","874","M",NA,153.5,NA,NA,NA,NA,NA,NA,NA
"114",114,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"oSh","1029","M",NA,188.8,NA,"new",NA,NA,NA,NA,NA
"115",115,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1028","M",NA,182.1,NA,"new",NA,NA,NA,NA,NA
"116",116,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"oSh","0410","F",NA,180.5,NA,NA,NA,0,NA,NA,NA
"117",117,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","2161","M",NA,177.5,NA,NA,NA,NA,NA,NA,NA
"118",118,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"oSh","325","F",NA,167.9,NA,NA,NA,0,NA,NA,NA
"119",119,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1048","M",NA,164.6,NA,NA,NA,NA,NA,NA,"S1-I1"
"120",120,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","878","M",NA,128.2,NA,NA,NA,NA,NA,NA,NA
"121",121,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1194","F",NA,117.2,NA,NA,NA,0,NA,NA,NA
"122",122,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","987","M",NA,159.8,NA,NA,NA,NA,NA,NA,NA
"123",123,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1011","F",NA,130.4,NA,NA,NA,0,NA,NA,"S1-I1"
"124",124,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1013","F",NA,130.1,NA,NA,NA,0,NA,NA,NA
"125",125,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","972","F",NA,115.8,NA,NA,NA,0,NA,NA,NA
"126",126,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1025","M",NA,144.1,NA,NA,NA,NA,NA,NA,"S1-I1"
"127",127,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","1066","F",NA,175,NA,NA,NA,0,NA,NA,NA
"128",128,NA,"fall_NA_2009","fall",NA,2009,"2009-05-08",128,"T","883","F",NA,181.7,NA,NA,NA,0,NA,NA,NA
"129",129,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","974","F","151.406",168.5,NA,NA,NA,0,NA,NA,"se pone collar"
"130",130,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"oSh","4144","F","151.075",193.4,NA,NA,NA,0,NA,NA,"se pone collar"
"131",131,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"oSh","0221","F","164.255",192.1,NA,NA,NA,0,NA,NA,"F endoparásitos incompleto, se pone collar"
"132",132,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","881","M",NA,151.4,NA,NA,NA,NA,NA,NA,NA
"133",133,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","999","M",NA,158.9,NA,NA,NA,0,NA,NA,NA
"134",134,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1074","M",NA,158.3,NA,NA,NA,NA,NA,NA,NA
"135",135,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1071","F",NA,131.9,NA,NA,NA,0,NA,NA,NA
"136",136,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","934","M","164.415",201.8,NA,NA,NA,NA,NA,NA,"F-E-S1-I1 se pone collar"
"137",137,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1140","M",NA,177.2,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"138",138,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1021","F",NA,114.9,NA,NA,NA,0,NA,NA,NA
"139",139,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1027","F",NA,143.3,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"140",140,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1049","M","151.236",211.9,NA,NA,NA,NA,NA,NA,"se pone collar"
"141",141,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","879","M",NA,125.4,NA,NA,NA,NA,NA,NA,NA
"142",142,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1031","F",NA,152.4,NA,"new",NA,0,NA,NA,NA
"143",143,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"oSh","1070","M",NA,150.3,NA,NA,NA,NA,NA,NA,NA
"144",144,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"oSh","1259","F",NA,146.7,NA,NA,NA,0,NA,NA,NA
"145",145,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1096","M","164.115",175.2,NA,NA,NA,0,NA,NA,"se pone collar"
"146",146,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","972","F",NA,113.4,NA,NA,NA,0,NA,NA,NA
"147",147,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1028","M","164.276",181.3,NA,NA,NA,NA,NA,NA,"F-E-S1-I1 se pone collar"
"148",148,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","0410","F",NA,179.9,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"149",149,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"oSh","1037","F",NA,155.2,NA,NA,NA,0,NA,NA,NA
"150",150,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","2161","M","150.386",177.5,NA,NA,NA,NA,NA,NA,"se pone collar"
"151",151,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","325","F","151.175",165.1,NA,NA,NA,0,NA,NA,"se pone collar"
"152",152,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1030","M",NA,163.3,NA,"new",NA,NA,NA,NA,NA
"153",153,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1040","M",NA,108.8,NA,NA,NA,0,NA,NA,NA
"154",154,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1048","M",NA,165.3,NA,NA,NA,0,NA,NA,NA
"155",155,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","878","M",NA,133.8,NA,NA,NA,NA,NA,NA,NA
"156",156,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","324","F",NA,146.6,NA,NA,NA,0,NA,NA,NA
"157",157,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1011","F",NA,125.5,NA,NA,NA,0,NA,NA,NA
"158",158,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1194","F",NA,113.5,NA,NA,NA,0,NA,NA,"S1-F-I1 endoparásitos incompleto"
"159",159,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","987","M",NA,159.1,NA,NA,NA,NA,NA,NA,NA
"160",160,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"oSh","1013","F",NA,123.7,NA,NA,NA,0,NA,NA,NA
"161",161,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1067","M",NA,132.5,NA,NA,NA,NA,NA,NA,"S1-I1"
"162",162,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1015","F",NA,151.1,NA,NA,NA,0,NA,NA,NA
"163",163,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1025","M",NA,142.5,NA,NA,NA,NA,NA,NA,NA
"164",164,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1066","F","150.335",171.5,NA,NA,NA,0,NA,NA,"se pone collar"
"165",165,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1082","F",NA,114.6,NA,NA,NA,0,NA,NA,NA
"166",166,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","0252","F","164.235",190.3,NA,NA,NA,0,NA,NA,"se pone collar"
"167",167,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","0130","F","164.196",165.5,NA,NA,NA,0,NA,NA,"se pone collar"
"168",168,NA,"fall_NA_2009","fall",NA,2009,"2009-05-09",129,"T","1144","F",NA,131.2,NA,NA,NA,0,NA,NA,NA
"169",169,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1021","F",NA,115.1,NA,NA,NA,0,NA,NA,"F-E-S1-I1"
"170",170,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1096","M",NA,NA,185.1,NA,NA,NA,NA,NA,NA
"171",171,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","945","M","164.395",172.5,NA,NA,NA,NA,NA,NA,"se pone collar"
"172",172,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","984","F",NA,156,NA,NA,NA,0,NA,NA,NA
"173",173,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"oSh","1076","F",NA,151.8,NA,NA,NA,0,NA,NA,NA
"174",174,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1262","M",NA,141.5,NA,NA,NA,NA,NA,NA,"F-E-S1-I1"
"175",175,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","999","M",NA,159,NA,NA,NA,NA,NA,NA,NA
"176",176,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1073","F","164.076",172.9,NA,NA,NA,0,NA,NA,"se pone collar"
"177",177,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","983","M",NA,125.1,NA,NA,NA,NA,NA,NA,NA
"178",178,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","989","F",NA,150.6,NA,NA,NA,0,NA,NA,NA
"179",179,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","881","M",NA,156.3,NA,NA,NA,NA,NA,NA,NA
"180",180,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1009","M",NA,141.4,NA,NA,NA,NA,NA,NA,"S1-I1"
"181",181,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"oSh","1033","F",NA,157.4,NA,"new",NA,0,NA,NA,NA
"182",182,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"oSh","1049","M",NA,NA,223.2,NA,NA,NA,NA,NA,NA
"183",183,NA,"fall_NA_2009","fall",NA,2009,"2009-05-10",130,"T","1077","F",NA,155.6,NA,NA,NA,0,NA,NA,NA
