CodigoNacional,Fecha,Total,Traza,Parcial,NumDatos,FechaPro
330021,30-12-1967,0,0,0,1,2019-03-08 10:31
330021,31-12-1967,0,0,0,1,2019-03-08 10:31
330021,01-01-1968,0,0,0,1,2019-03-03 10:31
330021,02-01-1968,0,0,0,1,2019-03-03 10:31
330021,03-01-1968,0,0,0,1,2019-03-03 10:31
330021,04-01-1968,0,0,0,1,2019-03-03 10:31
330021,05-01-1968,0,0,0,1,2019-03-03 10:31
330021,06-01-1968,0,0,0,1,2019-03-03 10:31
330021,07-01-1968,0,0,0,1,2019-03-03 10:31
330021,08-01-1968,0,0,0,1,2019-03-03 10:31
330021,09-01-1968,0,0,0,1,2019-03-03 10:31
330021,10-01-1968,0,0,0,1,2019-03-03 10:31
330021,11-01-1968,0,0,0,1,2019-03-03 10:31
330021,12-01-1968,0,0,0,1,2019-03-03 10:31
330021,13-01-1968,0,0,0,1,2019-03-03 10:31
330021,14-01-1968,0,0,0,1,2019-03-03 10:31
330021,15-01-1968,0,0,0,1,2019-03-03 10:31
330021,16-01-1968,0,0,0,1,2019-03-03 10:31
330021,17-01-1968,0,0,0,1,2019-03-03 10:31
330021,18-01-1968,0,0,0,1,2019-03-03 10:31
330021,19-01-1968,0,0,0,1,2019-03-03 10:31
330021,20-01-1968,0,0,0,1,2019-03-03 10:31
330021,21-01-1968,0,0,0,1,2019-03-03 10:31
330021,22-01-1968,0,0,0,1,2019-03-03 10:31
330021,23-01-1968,0,0,0,1,2019-03-03 10:31
330021,24-01-1968,0,0,0,1,2019-03-03 10:31
330021,25-01-1968,0,0,0,1,2019-03-03 10:31
330021,26-01-1968,0,0,0,1,2019-03-03 10:31
330021,27-01-1968,0,0,0,1,2019-03-03 10:31
330021,28-01-1968,0,0,0,1,2019-03-03 10:31
330021,29-01-1968,0,0,0,1,2019-03-03 10:31
330021,30-01-1968,0,0,0,1,2019-03-03 10:31
330021,31-01-1968,0,0,0,1,2019-03-03 10:31
330021,01-02-1968,0,0,0,1,2019-03-03 10:31
330021,02-02-1968,0,0,0,1,2019-03-03 10:31
330021,03-02-1968,0,0,0,1,2019-03-03 10:31
330021,04-02-1968,0,0,0,1,2019-03-03 10:31
330021,05-02-1968,0,0,0,1,2019-03-03 10:31
330021,06-02-1968,0,0,0,1,2019-03-03 10:31
330021,07-02-1968,0,0,0,1,2019-03-03 10:31
