"","Phi","p","f","model","npar","AICc","DeltaAICc","weight","Deviance"
"1002","~year2 * sex","~season2","~1","Phi(~year2 * sex)p(~season2)f(~1)",25,18062.3365662651,622.633827608075,0,1237.7802
"221","~season2 + sex","~sex","~season2 * sex","Phi(~season2 + sex)p(~sex)f(~season2 * sex)",9,18062.4209568345,622.718218177546,0,1270.2024
"195","~season2 + sex","~season2","~season2 * sex","Phi(~season2 + sex)p(~season2)f(~season2 * sex)",9,18062.8409568345,623.138218177548,0,1270.6221
"1015","~year2 * sex","~season2 + sex","~1","Phi(~year2 * sex)p(~season2 + sex)f(~1)",26,18063.5000189816,623.797280324638,0,1236.9121
"896","~year2 + sex","~season2","~sex","Phi(~year2 + sex)p(~season2)f(~sex)",16,18063.8984124362,624.195673779181,0,1257.5698
"493","~year2","~sex","~year2 + season2","Phi(~year2)p(~sex)f(~year2 + season2)",25,18064.0825662651,624.379827608074,0,1239.5256
"880","~year2 + sex","~1","~season2","Phi(~year2 + sex)p(~1)f(~season2)",15,18064.7851441441,625.082405487159,0,1260.4759
"182","~season2 + sex","~1","~season2 * sex","Phi(~season2 + sex)p(~1)f(~season2 * sex)",8,18065.1571525322,625.454413875228,0,1274.9487
"909","~year2 + sex","~season2 + sex","~sex","Phi(~year2 + sex)p(~season2 + sex)f(~sex)",17,18065.3208942308,625.618155573782,0,1256.9718
"889","~year2 + sex","~1","~year2 * season2","Phi(~year2 + sex)p(~1)f(~year2 * season2)",34,18067.1688160677,627.466077410667,0,1224.2852
"168","~season2","~year2 * season2 + sex","~season2","Phi(~season2)p(~year2 * season2 + sex)f(~season2)",27,18067.9366962025,628.233957545544,0,1239.3157
"1014","~year2 * sex","~season2","~year2 * sex","Phi(~year2 * sex)p(~season2)f(~year2 * sex)",46,18070.1867002122,630.483961555201,0,1202.711
"1027","~year2 * sex","~season2 + sex","~year2 * sex","Phi(~year2 * sex)p(~season2 + sex)f(~year2 * sex)",47,18070.9961018799,631.293363222943,0,1201.4632
"319","~season2 * sex","~sex","~season2 + sex","Phi(~season2 * sex)p(~sex)f(~season2 + sex)",9,18075.3939568345,635.691218177548,0,1283.1748
"280","~season2 * sex","~1","~season2 + sex","Phi(~season2 * sex)p(~1)f(~season2 + sex)",8,18077.4781525322,637.775413875228,0,1287.2702
"220","~season2 + sex","~sex","~season2 + sex","Phi(~season2 + sex)p(~sex)f(~season2 + sex)",8,18077.5111525322,637.808413875227,0,1287.3032
"119","~season2","~sex","~season2 * sex","Phi(~season2)p(~sex)f(~season2 * sex)",8,18081.7751525322,642.072413875227,0,1291.5671
"106","~season2","~season2 + sex","~season2 * sex","Phi(~season2)p(~season2 + sex)f(~season2 * sex)",9,18082.2329568345,642.530218177548,0,1290.0137
"892","~year2 + sex","~season2","~1","Phi(~year2 + sex)p(~season2)f(~1)",15,18082.2801441441,642.577405487158,0,1277.9711
"905","~year2 + sex","~season2 + sex","~1","Phi(~year2 + sex)p(~season2 + sex)f(~1)",16,18082.5244124362,642.821673779181,0,1276.1959
"307","~season2 * sex","~season2 + sex","~season2 * sex","Phi(~season2 * sex)p(~season2 + sex)f(~season2 * sex)",11,18083.5931841632,643.890445506182,0,1287.3494
"118","~season2","~sex","~season2 + sex","Phi(~season2)p(~sex)f(~season2 + sex)",7,18084.7465530258,645.043814368779,0,1296.5481
"293","~season2 * sex","~season2","~season2 + sex","Phi(~season2 * sex)p(~season2)f(~season2 + sex)",9,18085.3079568345,645.605218177549,0,1293.0892
"306","~season2 * sex","~season2 + sex","~season2 + sex","Phi(~season2 * sex)p(~season2 + sex)f(~season2 + sex)",10,18085.4159670165,645.713228359506,0,1291.1853
"105","~season2","~season2 + sex","~season2 + sex","Phi(~season2)p(~season2 + sex)f(~season2 + sex)",8,18086.7071525322,647.004413875227,0,1296.4987
"478","~year2","~season2 + sex","~sex","Phi(~year2)p(~season2 + sex)f(~sex)",16,18088.4894124362,648.786673779181,0,1282.1607
"117","~season2","~sex","~season2","Phi(~season2)p(~sex)f(~season2)",6,18089.4371572327,649.734418575717,0,1303.2472
"181","~season2 + sex","~1","~season2 + sex","Phi(~season2 + sex)p(~1)f(~season2 + sex)",7,18090.2695530258,650.56681436878,0,1302.0706
"207","~season2 + sex","~season2 + sex","~season2 + sex","Phi(~season2 + sex)p(~season2 + sex)f(~season2 + sex)",9,18091.2279568345,651.525218177547,0,1299.0092
"279","~season2 * sex","~1","~season2","Phi(~season2 * sex)p(~1)f(~season2)",7,18092.6675530258,652.964814368777,0,1304.4694
"1019","~year2 * sex","~season2 + sex","~sex","Phi(~year2 * sex)p(~season2 + sex)f(~sex)",27,18094.2506962025,654.547957545543,0,1265.6298
"1006","~year2 * sex","~season2","~sex","Phi(~year2 * sex)p(~season2)f(~sex)",26,18094.6040189816,654.901280324637,0,1268.0163
"80","~season2","~1","~season2 * sex","Phi(~season2)p(~1)f(~season2 * sex)",7,18095.1635530258,655.46081436878,0,1306.965
"206","~season2 + sex","~season2 + sex","~season2","Phi(~season2 + sex)p(~season2 + sex)f(~season2)",8,18095.8781525322,656.175413875226,0,1305.67
"1036","~year2 * sex","~sex","~year2 + season2 * sex","Phi(~year2 * sex)p(~sex)f(~year2 + season2 * sex)",38,18097.1692806169,657.46654195989,0,1246.1075
"305","~season2 * sex","~season2 + sex","~season2","Phi(~season2 * sex)p(~season2 + sex)f(~season2)",9,18097.8889568345,658.186218177547,0,1305.6703
"1035","~year2 * sex","~sex","~year2 + season2 + sex","Phi(~year2 * sex)p(~sex)f(~year2 + season2 + sex)",37,18097.9180604595,658.215321802505,0,1248.9026
"997","~year2 * sex","~1","~year2 + season2 * sex","Phi(~year2 * sex)p(~1)f(~year2 + season2 * sex)",37,18098.4160604595,658.713321802505,0,1249.4009
"1039","~year2 * sex","~sex","~year2 * season2 + sex","Phi(~year2 * sex)p(~sex)f(~year2 * season2 + sex)",46,18100.6627002122,660.9599615552,0,1233.1871
"995","~year2 * sex","~1","~year2 + season2","Phi(~year2 * sex)p(~1)f(~year2 + season2)",35,18102.8843293051,663.18159064815,0,1257.9575
"104","~season2","~season2 + sex","~season2","Phi(~season2)p(~season2 + sex)f(~season2)",7,18102.8945530258,663.19181436878,0,1314.6964
"79","~season2","~1","~season2 + sex","Phi(~season2)p(~1)f(~season2 + sex)",6,18104.3601572327,664.657418575716,0,1318.1696
"1070","~year2 * sex","~year2","~year2 * season2","Phi(~year2 * sex)p(~year2)f(~year2 * season2)",54,18105.018922516,665.316183858966,0,1221.0487
"1000","~year2 * sex","~1","~year2 * season2 + sex","Phi(~year2 * sex)p(~1)f(~year2 * season2 + sex)",45,18105.0305454545,665.327806797563,0,1239.6109
"1020","~year2 * sex","~season2 + sex","~year2","Phi(~year2 * sex)p(~season2 + sex)f(~year2)",36,18107.4760770626,667.773338405568,0,1260.5055
"219","~season2 + sex","~sex","~season2","Phi(~season2 + sex)p(~sex)f(~season2)",7,18107.9495530258,668.24681436878,0,1319.7507
"78","~season2","~1","~season2","Phi(~season2)p(~1)f(~season2)",5,18109.1119640719,669.409225414871,0,1324.9294
"318","~season2 * sex","~sex","~season2","Phi(~season2 * sex)p(~sex)f(~season2)",8,18109.9531525322,670.250413875227,0,1319.7445
"490","~year2","~sex","~season2 * sex","Phi(~year2)p(~sex)f(~season2 * sex)",17,18113.8538942308,674.151155573782,0,1305.505
"93","~season2","~season2","~season2 * sex","Phi(~season2)p(~season2)f(~season2 * sex)",8,18117.1181525322,677.415413875227,0,1326.9104
"194","~season2 + sex","~season2","~season2 + sex","Phi(~season2 + sex)p(~season2)f(~season2 + sex)",8,18118.5051525322,678.802413875226,0,1328.2968
"193","~season2 + sex","~season2","~season2","Phi(~season2 + sex)p(~season2)f(~season2)",7,18123.3365530258,683.633814368779,0,1335.1376
"292","~season2 * sex","~season2","~season2","Phi(~season2 * sex)p(~season2)f(~season2)",8,18125.3461525322,685.643413875227,0,1335.1383
"92","~season2","~season2","~season2 + sex","Phi(~season2)p(~season2)f(~season2 + sex)",7,18126.0925530258,686.38981436878,0,1337.8938
"928","~year2 + sex","~sex","~year2 * season2","Phi(~year2 + sex)p(~sex)f(~year2 * season2)",35,18130.8123293051,691.10959064815,0,1285.8858
"91","~season2","~season2","~season2","Phi(~season2)p(~season2)f(~season2)",6,18131.0131572327,691.310418575718,0,1344.8224
"180","~season2 + sex","~1","~season2","Phi(~season2 + sex)p(~1)f(~season2)",6,18136.3291572327,696.626418575717,0,1350.1393
"382","~sex","~season2","~season2 * sex","Phi(~sex)p(~season2)f(~season2 * sex)",8,18165.3231525322,725.620413875225,0,1375.1148
"395","~sex","~season2 + sex","~season2 * sex","Phi(~sex)p(~season2 + sex)f(~season2 * sex)",9,18166.7049568345,727.002218177549,0,1374.4855
"497","~year2","~sex","~year2 * season2","Phi(~year2)p(~sex)f(~year2 * season2)",34,18176.9208160677,737.218077410667,0,1334.0367
"337","~season2 * sex","~time + sex","~sex","Phi(~season2 * sex)p(~time + sex)f(~sex)",29,18178.6537285887,738.950989931676,0,1345.9642
"381","~sex","~season2","~season2 + sex","Phi(~sex)p(~season2)f(~season2 + sex)",7,18182.2725530258,742.56981436878,0,1394.074
"394","~sex","~season2 + sex","~season2 + sex","Phi(~sex)p(~season2 + sex)f(~season2 + sex)",8,18182.8471525322,743.144413875227,0,1392.6386
"957","~year2 + sex","~year2","~year2 + season2 + sex","Phi(~year2 + sex)p(~year2)f(~year2 + season2 + sex)",36,18182.8630770626,743.160338405571,0,1335.8926
"498","~year2","~sex","~year2 * season2 + sex","Phi(~year2)p(~sex)f(~year2 * season2 + sex)",35,18188.0483293051,748.34559064815,0,1343.1222
"30","~1","~season2 + sex","~season2 * sex","Phi(~1)p(~season2 + sex)f(~season2 * sex)",8,18190.3001525322,750.597413875228,0,1400.0923
"335","~season2 * sex","~time + sex","~1","Phi(~season2 * sex)p(~time + sex)f(~1)",28,18195.2035990353,755.500860378288,0,1364.5491
"17","~1","~season2","~season2 * sex","Phi(~1)p(~season2)f(~season2 * sex)",7,18195.6435530258,755.94081436878,0,1407.4446
"330","~season2 * sex","~time","~1","Phi(~season2 * sex)p(~time)f(~1)",27,18197.0176962025,757.314957545546,0,1368.3969
"353","~season2 * sex","~year2 * season2","~1","Phi(~season2 * sex)p(~year2 * season2)f(~1)",27,18197.0176962025,757.314957545546,0,1368.3969
"1030","~year2 * sex","~sex","~season2 + sex","Phi(~year2 * sex)p(~sex)f(~season2 + sex)",27,18198.6266962025,758.923957545543,0,1370.0061
"231","~season2 + sex","~time","~1","Phi(~season2 + sex)p(~time)f(~1)",26,18200.6140189816,760.911280324635,0,1374.0264
"260","~season2 + sex","~year2 * season2","~1","Phi(~season2 + sex)p(~year2 * season2)f(~1)",26,18200.6140189816,760.911280324635,0,1374.0264
"380","~sex","~season2","~season2","Phi(~sex)p(~season2)f(~season2)",6,18200.9421572327,761.239418575718,0,1414.7518
"236","~season2 + sex","~time + sex","~1","Phi(~season2 + sex)p(~time + sex)f(~1)",27,18201.3526962025,761.649957545545,0,1372.7324
"393","~sex","~season2 + sex","~season2","Phi(~sex)p(~season2 + sex)f(~season2)",7,18202.4685530258,762.76581436878,0,1414.2696
"359","~season2 * sex","~year2 * season2 + sex","~1","Phi(~season2 * sex)p(~year2 * season2 + sex)f(~1)",28,18204.0825990353,764.379860378289,0,1373.4283
"1038","~year2 * sex","~sex","~year2 * season2","Phi(~year2 * sex)p(~sex)f(~year2 * season2)",45,18204.8735454545,765.17080679756,0,1339.4542
"458","~year2","~1","~year2 * season2","Phi(~year2)p(~1)f(~year2 * season2)",33,18204.8745362319,765.171797574898,0,1364.032
"16","~1","~season2","~season2 + sex","Phi(~1)p(~season2)f(~season2 + sex)",6,18205.2531572327,765.550418575716,0,1419.063
"138","~season2","~time + sex","~sex","Phi(~season2)p(~time + sex)f(~sex)",27,18206.1936962025,766.490957545546,0,1377.5731
"171","~season2","~year2 * season2 + sex","~sex","Phi(~season2)p(~year2 * season2 + sex)f(~sex)",27,18206.1936962025,766.490957545546,0,1377.5731
"29","~1","~season2 + sex","~season2 + sex","Phi(~1)p(~season2 + sex)f(~season2 + sex)",7,18206.5065530258,766.803814368781,0,1418.308
"129","~season2","~time","~1","Phi(~season2)p(~time)f(~1)",25,18209.5765662651,769.873827608077,0,1385.0198
"158","~season2","~year2 * season2","~1","Phi(~season2)p(~year2 * season2)f(~1)",25,18209.5765662651,769.873827608077,0,1385.0198
"15","~1","~season2","~season2","Phi(~1)p(~season2)f(~season2)",5,18209.7909640719,770.088225414871,0,1425.6082
"28","~1","~season2 + sex","~season2","Phi(~1)p(~season2 + sex)f(~season2)",6,18211.2571572327,771.554418575717,0,1425.0665
"137","~season2","~time + sex","~1","Phi(~season2)p(~time + sex)f(~1)",26,18211.5350189816,771.832280324637,0,1384.9471
"167","~season2","~year2 * season2 + sex","~1","Phi(~season2)p(~year2 * season2 + sex)f(~1)",26,18211.5350189816,771.832280324637,0,1384.9471
"270","~season2 + sex","~year2 * season2 + sex","~1","Phi(~season2 + sex)p(~year2 * season2 + sex)f(~1)",27,18227.8536962025,788.150957545546,0,1399.2325
"459","~year2","~1","~year2 * season2 + sex","Phi(~year2)p(~1)f(~year2 * season2 + sex)",34,18228.0538160677,788.351077410665,0,1385.1701
"419","~sex","~time","~sex","Phi(~sex)p(~time)f(~sex)",26,18229.4810189816,789.778280324637,0,1402.8925
"440","~sex","~year2 * season2","~sex","Phi(~sex)p(~year2 * season2)f(~sex)",26,18231.2830189816,791.580280324637,0,1404.6948
"428","~sex","~time + sex","~sex","Phi(~sex)p(~time + sex)f(~sex)",27,18231.5096962025,791.806957545545,0,1402.8887
"446","~sex","~year2 * season2 + sex","~sex","Phi(~sex)p(~year2 * season2 + sex)f(~sex)",27,18233.2746962025,793.571957545544,0,1404.6536
"55","~1","~time","~sex","Phi(~1)p(~time)f(~sex)",25,18254.6945662651,814.991827608075,0,1430.1375
"70","~1","~year2 * season2","~1","Phi(~1)p(~year2 * season2)f(~1)",24,18258.9733369467,819.270598289717,0,1436.4474
"53","~1","~time","~1","Phi(~1)p(~time)f(~1)",24,18261.7433369467,822.040598289717,0,1439.2174
"64","~1","~time + sex","~sex","Phi(~1)p(~time + sex)f(~sex)",26,18261.9400189816,822.237280324636,0,1435.3517
"74","~1","~year2 * season2 + sex","~1","Phi(~1)p(~year2 * season2 + sex)f(~1)",25,18263.7355662651,824.032827608076,0,1439.1785
"444","~sex","~year2 * season2 + sex","~1","Phi(~sex)p(~year2 * season2 + sex)f(~1)",26,18266.4640189816,826.761280324637,0,1439.8762
"369","~sex","~1","~season2 * sex","Phi(~sex)p(~1)f(~season2 * sex)",7,18276.6505530258,836.947814368777,0,1488.4517
"408","~sex","~sex","~season2 * sex","Phi(~sex)p(~sex)f(~season2 * sex)",8,18278.5831525322,838.880413875228,0,1488.3752
"920","~year2 + sex","~sex","~season2 + sex","Phi(~year2 + sex)p(~sex)f(~season2 + sex)",17,18283.4648942308,843.762155573782,0,1475.1159
"999","~year2 * sex","~1","~year2 * season2","Phi(~year2 * sex)p(~1)f(~year2 * season2)",44,18284.6846364738,844.981897816811,0,1421.3204
"1074","~year2 * sex","~year2 + sex","~year2 + season2","Phi(~year2 * sex)p(~year2 + sex)f(~year2 + season2)",46,18293.6457002122,853.9429615552,0,1426.1703
"407","~sex","~sex","~season2 + sex","Phi(~sex)p(~sex)f(~season2 + sex)",7,18294.1995530258,854.49681436878,0,1506.0008
"368","~sex","~1","~season2 + sex","Phi(~sex)p(~1)f(~season2 + sex)",6,18298.8561572327,859.153418575715,0,1512.6658
"406","~sex","~sex","~season2","Phi(~sex)p(~sex)f(~season2)",6,18302.1541572327,862.451418575718,0,1515.9636
"43","~1","~sex","~season2 * sex","Phi(~1)p(~sex)f(~season2 * sex)",7,18302.8165530258,863.113814368779,0,1514.6184
"991","~year2 * sex","~1","~season2 + sex","Phi(~year2 * sex)p(~1)f(~season2 + sex)",26,18303.1290189816,863.426280324635,0,1476.5408
"42","~1","~sex","~season2 + sex","Phi(~1)p(~sex)f(~season2 + sex)",6,18305.0611572327,865.358418575717,0,1518.8706
"4","~1","~1","~season2 * sex","Phi(~1)p(~1)f(~season2 * sex)",6,18307.0601572327,867.357418575717,0,1520.8703
"41","~1","~sex","~season2","Phi(~1)p(~sex)f(~season2)",5,18309.7639640719,870.061225414869,0,1525.5813
"367","~sex","~1","~season2","Phi(~sex)p(~1)f(~season2)",5,18312.6779640719,872.97522541487,0,1528.495
"1029","~year2 * sex","~sex","~season2","Phi(~year2 * sex)p(~sex)f(~season2)",26,18313.4620189816,873.759280324637,0,1486.8738
"3","~1","~1","~season2 + sex","Phi(~1)p(~1)f(~season2 + sex)",5,18316.5319640719,876.829225414869,0,1532.3491
"454","~year2","~1","~year2 + season2","Phi(~year2)p(~1)f(~year2 + season2)",24,18318.2163369467,878.513598289715,0,1495.6902
"2","~1","~1","~season2","Phi(~1)p(~1)f(~season2)",4,18321.3209724633,881.618233806348,0,1539.1439
"990","~year2 * sex","~1","~season2","Phi(~year2 * sex)p(~1)f(~season2)",25,18346.1395662651,906.436827608075,0,1521.5831
"450","~year2","~1","~season2 + sex","Phi(~year2)p(~1)f(~season2 + sex)",15,18375.5911441441,935.88840548716,0,1571.2818
"449","~year2","~1","~season2","Phi(~year2)p(~1)f(~season2)",14,18382.7140882618,943.011349604796,0,1580.4229
"438","~sex","~year2 * season2","~1","Phi(~sex)p(~year2 * season2)f(~1)",25,18396.3605662651,956.657827608076,0,1571.804
"745","~year2 + season2 + sex","~year2 + sex","~year2 + sex","Phi(~year2 + season2 + sex)p(~year2 + sex)f(~year2 + sex)",37,18405.1840604595,965.481321802505,0,1556.1687
"855","~year2 + season2 * sex","~year2 + sex","~year2 + sex","Phi(~year2 + season2 * sex)p(~year2 + sex)f(~year2 + sex)",38,18407.2302806169,967.527541959887,0,1556.1692
"308","~season2 * sex","~season2 + sex","~sex","Phi(~season2 * sex)p(~season2 + sex)f(~sex)",9,18410.1419568345,970.439218177547,0,1617.9231
"196","~season2 + sex","~season2","~sex","Phi(~season2 + sex)p(~season2)f(~sex)",7,18411.3865530258,971.683814368778,0,1623.1877
"741","~year2 + season2 + sex","~year2 + sex","~year2","Phi(~year2 + season2 + sex)p(~year2 + sex)f(~year2)",36,18412.4150770626,972.71233840557,0,1565.4447
"209","~season2 + sex","~season2 + sex","~sex","Phi(~season2 + sex)p(~season2 + sex)f(~sex)",8,18413.3541525322,973.651413875228,0,1623.146
"852","~year2 + season2 * sex","~year2 + sex","~year2","Phi(~year2 + season2 * sex)p(~year2 + sex)f(~year2)",37,18414.4600604595,974.757321802506,0,1565.4448
"628","~year2 + season2","~year2 + sex","~year2 + sex","Phi(~year2 + season2)p(~year2 + sex)f(~year2 + sex)",36,18415.2690770626,975.56633840557,0,1568.2985
"748","~year2 + season2 + sex","~year2 + sex","~year2 * sex","Phi(~year2 + season2 + sex)p(~year2 + sex)f(~year2 * sex)",47,18416.5911018799,976.888363222944,0,1547.0577
"624","~year2 + season2","~year2 + sex","~year2","Phi(~year2 + season2)p(~year2 + sex)f(~year2)",35,18418.4873293051,978.784590648149,0,1573.5612
"733","~year2 + season2 + sex","~year2","~year2 + sex","Phi(~year2 + season2 + sex)p(~year2)f(~year2 + sex)",36,18422.2470770626,982.544338405569,0,1575.2774
"846","~year2 + season2 * sex","~year2","~year2 + sex","Phi(~year2 + season2 * sex)p(~year2)f(~year2 + sex)",37,18424.2930604595,984.590321802505,0,1575.278
"304","~season2 * sex","~season2 + sex","~1","Phi(~season2 * sex)p(~season2 + sex)f(~1)",8,18428.6311525322,988.928413875226,0,1638.4232
"858","~year2 + season2 * sex","~year2 + sex","~year2 * sex","Phi(~year2 + season2 * sex)p(~year2 + sex)f(~year2 * sex)",48,18429.4517515924,989.749012935372,0,1557.86
"291","~season2 * sex","~season2","~1","Phi(~season2 * sex)p(~season2)f(~1)",7,18431.0915530258,991.38881436878,0,1642.8932
"192","~season2 + sex","~season2","~1","Phi(~season2 + sex)p(~season2)f(~1)",6,18434.8901572327,995.187418575719,0,1648.7002
"736","~year2 + season2 + sex","~year2","~year2 * sex","Phi(~year2 + season2 + sex)p(~year2)f(~year2 * sex)",46,18435.5397002122,995.8369615552,0,1568.0638
"205","~season2 + sex","~season2 + sex","~1","Phi(~season2 + sex)p(~season2 + sex)f(~1)",7,18435.7495530258,996.046814368779,0,1647.551
"729","~year2 + season2 + sex","~year2","~year2","Phi(~year2 + season2 + sex)p(~year2)f(~year2)",35,18436.6203293051,996.917590648151,0,1591.6939
"848","~year2 + season2 * sex","~year2","~year2 * sex","Phi(~year2 + season2 * sex)p(~year2)f(~year2 * sex)",47,18437.5981018799,997.895363222942,0,1568.0648
"631","~year2 + season2","~year2 + sex","~year2 * sex","Phi(~year2 + season2)p(~year2 + sex)f(~year2 * sex)",46,18438.8987002122,999.1959615552,0,1571.4231
"94","~season2","~season2","~sex","Phi(~season2)p(~season2)f(~sex)",6,18439.6261572327,999.923418575716,0,1653.4356
"107","~season2","~season2 + sex","~sex","Phi(~season2)p(~season2 + sex)f(~sex)",7,18440.2565530258,1000.55381436878,0,1652.058
"621","~year2 + season2","~year2","~year2 + sex","Phi(~year2 + season2)p(~year2)f(~year2 + sex)",35,18441.3603293051,1001.65759064815,0,1596.4337
"90","~season2","~season2","~1","Phi(~season2)p(~season2)f(~1)",5,18443.8889640719,1004.18622541487,0,1659.7062
"103","~season2","~season2 + sex","~1","Phi(~season2)p(~season2 + sex)f(~1)",6,18444.7601572327,1005.05741857572,0,1658.5703
"704","~year2 + season2 + sex","~sex","~year2 + sex","Phi(~year2 + season2 + sex)p(~sex)f(~year2 + sex)",27,18445.3306962025,1005.62795754554,0,1616.7103
"820","~year2 + season2 * sex","~sex","~year2 + sex","Phi(~year2 + season2 * sex)p(~sex)f(~year2 + sex)",28,18447.3665990353,1007.66386037829,0,1616.7117
"617","~year2 + season2","~year2","~year2","Phi(~year2 + season2)p(~year2)f(~year2)",34,18447.7148160677,1008.01207741067,0,1604.8314
"700","~year2 + season2 + sex","~sex","~year2","Phi(~year2 + season2 + sex)p(~sex)f(~year2)",26,18453.3530189816,1013.65028032464,0,1626.7649
"665","~year2 + season2 + sex","~1","~year2 + sex","Phi(~year2 + season2 + sex)p(~1)f(~year2 + sex)",26,18454.1540189816,1014.45128032464,0,1627.5658
"707","~year2 + season2 + sex","~sex","~year2 * sex","Phi(~year2 + season2 + sex)p(~sex)f(~year2 * sex)",37,18454.4350604595,1014.7323218025,0,1605.4196
"816","~year2 + season2 * sex","~sex","~year2","Phi(~year2 + season2 * sex)p(~sex)f(~year2)",27,18455.3856962025,1015.68295754554,0,1626.7649
"781","~year2 + season2 * sex","~1","~year2 + sex","Phi(~year2 + season2 * sex)p(~1)f(~year2 + sex)",27,18456.1906962025,1016.48795754555,0,1627.5701
"593","~year2 + season2","~sex","~year2 + sex","Phi(~year2 + season2)p(~sex)f(~year2 + sex)",26,18456.9380189816,1017.23528032464,0,1630.3502
"383","~sex","~season2","~sex","Phi(~sex)p(~season2)f(~sex)",6,18460.1191572327,1020.41641857572,0,1673.9292
"238","~season2 + sex","~time + sex","~sex","Phi(~season2 + sex)p(~time + sex)f(~sex)",28,18460.7005990353,1020.99786037829,0,1630.0464
"668","~year2 + season2 + sex","~1","~year2 * sex","Phi(~year2 + season2 + sex)p(~1)f(~year2 * sex)",36,18461.1690770626,1021.46633840557,0,1614.1987
"396","~sex","~season2 + sex","~sex","Phi(~sex)p(~season2 + sex)f(~sex)",7,18462.1265530258,1022.42381436878,0,1673.9277
"622","~year2 + season2","~year2","~year2 * sex","Phi(~year2 + season2)p(~year2)f(~year2 * sex)",45,18464.5535454545,1024.85080679756,0,1599.1337
"589","~year2 + season2","~sex","~year2","Phi(~year2 + season2)p(~sex)f(~year2)",25,18464.6085662651,1024.90582760808,0,1640.0517
"295","~season2 * sex","~season2","~sex","Phi(~season2 * sex)p(~season2)f(~sex)",8,18464.8641525322,1025.16141387523,0,1674.6563
"596","~year2 + season2","~sex","~year2 * sex","Phi(~year2 + season2)p(~sex)f(~year2 * sex)",36,18470.0170770626,1030.31433840557,0,1623.0473
"661","~year2 + season2 + sex","~1","~year2","Phi(~year2 + season2 + sex)p(~1)f(~year2)",25,18471.0015662651,1031.29882760808,0,1646.4449
"777","~year2 + season2 * sex","~1","~year2","Phi(~year2 + season2 * sex)p(~1)f(~year2)",26,18473.0330189816,1033.33028032464,0,1646.4448
"61","~1","~time + sex","~1","Phi(~1)p(~time + sex)f(~1)",25,18473.7865662651,1034.08382760808,0,1649.2303
"740","~year2 + season2 + sex","~year2 + sex","~sex","Phi(~year2 + season2 + sex)p(~year2 + sex)f(~sex)",27,18473.8456962025,1034.14295754554,0,1645.2253
"851","~year2 + season2 * sex","~year2 + sex","~sex","Phi(~year2 + season2 * sex)p(~year2 + sex)f(~sex)",28,18475.8805990353,1036.17786037829,0,1645.2255
"554","~year2 + season2","~1","~year2 + sex","Phi(~year2 + season2)p(~1)f(~year2 + sex)",25,18475.9075662651,1036.20482760807,0,1651.351
"550","~year2 + season2","~1","~year2","Phi(~year2 + season2)p(~1)f(~year2)",24,18482.2953369467,1042.59259828972,0,1659.7689
"379","~sex","~season2","~1","Phi(~sex)p(~season2)f(~1)",5,18482.4889640719,1042.78622541487,0,1698.3058
"392","~sex","~season2 + sex","~1","Phi(~sex)p(~season2 + sex)f(~1)",6,18483.9761572327,1044.27341857572,0,1697.786
"728","~year2 + season2 + sex","~year2","~sex","Phi(~year2 + season2 + sex)p(~year2)f(~sex)",26,18484.0920189816,1044.38928032464,0,1657.5037
"737","~year2 + season2 + sex","~year2 + sex","~1","Phi(~year2 + season2 + sex)p(~year2 + sex)f(~1)",26,18484.3980189816,1044.69528032463,0,1657.8102
"842","~year2 + season2 * sex","~year2","~sex","Phi(~year2 + season2 * sex)p(~year2)f(~sex)",27,18486.1246962025,1046.42195754555,0,1657.5037
"18","~1","~season2","~sex","Phi(~1)p(~season2)f(~sex)",5,18487.2629640719,1047.56022541487,0,1703.0795
"623","~year2 + season2","~year2 + sex","~sex","Phi(~year2 + season2)p(~year2 + sex)f(~sex)",26,18487.8720189816,1048.16928032464,0,1661.2838
"557","~year2 + season2","~1","~year2 * sex","Phi(~year2 + season2)p(~1)f(~year2 * sex)",35,18487.9583293051,1048.25559064815,0,1643.0323
"31","~1","~season2 + sex","~sex","Phi(~1)p(~season2 + sex)f(~sex)",6,18488.6911572327,1048.98841857572,0,1702.5009
"14","~1","~season2","~1","Phi(~1)p(~season2)f(~1)",4,18491.5189724633,1051.81623380635,0,1709.3417
"699","~year2 + season2 + sex","~sex","~sex","Phi(~year2 + season2 + sex)p(~sex)f(~sex)",17,18491.5208942308,1051.81815557378,0,1683.1724
"27","~1","~season2 + sex","~1","Phi(~1)p(~season2 + sex)f(~1)",5,18493.0929640719,1053.39022541487,0,1708.9103
"815","~year2 + season2 * sex","~sex","~sex","Phi(~year2 + season2 * sex)p(~sex)f(~sex)",18,18493.5435906222,1053.8408519652,0,1683.1724
"660","~year2 + season2 + sex","~1","~sex","Phi(~year2 + season2 + sex)p(~1)f(~sex)",16,18500.0344124362,1060.33167377918,0,1693.7061
"695","~year2 + season2 + sex","~sex","~1","Phi(~year2 + season2 + sex)p(~sex)f(~1)",16,18501.6064124362,1061.90367377918,0,1695.2778
"776","~year2 + season2 * sex","~1","~sex","Phi(~year2 + season2 * sex)p(~1)f(~sex)",17,18502.0548942308,1062.35215557378,0,1693.7061
"811","~year2 + season2 * sex","~sex","~1","Phi(~year2 + season2 * sex)p(~sex)f(~1)",17,18503.6268942308,1063.92415557378,0,1695.2778
